Segment ID,day,Direction,LBoro,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
646,Weekday,NB,5.0,26.0,24.0,19.75,16.5,24.75,69.25,118.75,140.75,187.0,219.25,192.0,236.5,242.5,256.5,257.0,276.75,262.0,203.5,163.25,138.0,90.25,71.5,43.5,36.25,3315.5
646,Weekday,SB,5.0,30.5,26.75,18.25,16.25,28.0,34.5,75.75,127.75,178.5,203.75,209.75,235.75,258.25,285.75,270.25,311.0,319.5,248.25,202.75,167.25,99.5,72.5,42.5,33.5,3496.5
1416,Weekday,NB,5.0,43.2,23.0,11.0,11.8,32.0,92.2,130.2,245.8,293.0,196.8,230.6,253.6,273.0,299.8,397.8,384.6,396.4,440.8,389.0,320.8,256.4,184.4,122.8,83.8,5112.8
1416,Weekday,SB,5.0,31.6,16.0,9.8,11.4,29.4,65.8,218.4,411.6,343.0,232.2,238.6,252.0,272.4,290.6,323.8,359.0,354.8,362.2,331.6,264.4,200.0,149.6,94.6,65.8,4928.6
1416,Weekend,NB,5.0,98.0,56.75,32.75,26.25,23.25,25.25,47.5,76.25,133.25,206.75,280.75,361.5,365.0,370.0,362.75,347.0,347.25,312.0,307.25,246.5,201.0,166.5,128.25,95.5,4617.25
1416,Weekend,SB,5.0,86.25,55.75,28.5,23.0,18.75,20.25,47.75,79.75,179.75,239.5,309.75,328.25,357.5,359.5,323.0,293.5,274.75,273.5,230.25,200.0,175.0,118.25,111.5,82.75,4216.75
1421,Weekday,NB,5.0,56.25,30.25,21.25,18.75,26.25,65.25,142.0,257.5,364.75,203.0,207.0,255.25,290.75,308.5,367.25,424.75,406.75,444.75,374.25,326.5,196.0,156.25,92.75,56.75,5092.75
1421,Weekday,SB,5.0,51.25,30.25,22.25,19.25,24.0,44.75,161.0,373.5,342.0,223.0,232.25,263.25,283.5,279.75,337.0,376.0,384.0,376.0,358.25,304.75,171.25,124.0,83.0,66.75,4931.0
1883,Weekday,NB,5.0,46.166666666666664,27.833333333333332,14.5,7.5,19.333333333333332,54.0,112.0,278.0,297.5,192.66666666666666,193.66666666666666,235.33333333333334,262.0,287.6666666666667,414.1666666666667,439.8333333333333,442.5,432.8333333333333,422.6666666666667,342.1666666666667,269.5,202.5,127.66666666666667,101.16666666666667,5223.166666666667
1883,Weekday,SB,5.0,27.833333333333332,14.0,11.333333333333334,5.666666666666667,29.333333333333332,78.5,225.66666666666666,497.6666666666667,315.0,221.16666666666666,225.0,211.33333333333334,263.0,276.6666666666667,311.6666666666667,314.0,326.1666666666667,317.6666666666667,303.6666666666667,244.33333333333334,185.5,134.5,102.83333333333333,72.33333333333333,4714.833333333333
1883,Weekend,NB,5.0,119.0,79.25,38.5,26.25,15.25,21.5,37.75,84.25,143.25,219.25,275.0,360.0,397.25,363.25,368.5,363.5,343.5,334.0,334.0,278.25,233.0,190.25,128.25,108.0,4861.0
1883,Weekend,SB,5.0,74.75,50.0,24.75,17.75,14.25,21.75,58.5,112.5,201.5,278.0,306.0,335.0,355.0,318.0,306.5,286.25,273.25,257.25,257.25,217.25,148.25,118.25,90.0,76.5,4198.5
2147,Weekday,NB,5.0,52.22222222222222,34.22222222222222,20.77777777777778,16.22222222222222,34.111111111111114,82.88888888888889,170.77777777777777,455.0,386.22222222222223,250.33333333333334,243.88888888888889,293.0,313.55555555555554,321.77777777777777,445.6666666666667,485.3333333333333,438.55555555555554,474.22222222222223,436.8888888888889,363.44444444444446,286.55555555555554,183.77777777777777,128.66666666666666,80.55555555555556,5998.666666666667
2147,Weekday,SB,5.0,52.55555555555556,29.22222222222222,21.88888888888889,19.333333333333332,34.44444444444444,81.33333333333333,246.88888888888889,452.22222222222223,377.3333333333333,265.0,267.6666666666667,266.77777777777777,290.3333333333333,320.3333333333333,412.8888888888889,432.22222222222223,428.0,405.77777777777777,397.6666666666667,351.77777777777777,243.22222222222223,165.0,112.88888888888889,73.88888888888889,5748.666666666667
2147,Weekend,NB,5.0,72.5,46.5,29.25,17.75,16.75,28.0,46.5,82.5,142.5,189.0,329.75,376.5,386.75,382.25,346.5,356.75,311.25,312.75,288.75,260.5,219.25,166.75,123.0,84.0,4616.0
2147,Weekend,SB,5.0,86.25,59.0,29.0,25.0,15.75,26.0,48.5,102.25,162.75,201.0,336.75,367.25,370.5,370.75,326.5,314.75,286.5,297.0,276.25,236.25,179.75,151.75,108.5,92.75,4470.75
2153,Weekday,NB,5.0,37.44444444444444,31.11111111111111,15.555555555555555,16.77777777777778,33.111111111111114,103.55555555555556,186.0,386.0,484.77777777777777,273.1111111111111,253.22222222222223,288.77777777777777,305.3333333333333,337.8888888888889,351.44444444444446,438.3333333333333,425.1111111111111,430.8888888888889,427.6666666666667,372.1111111111111,268.6666666666667,210.33333333333334,158.33333333333334,92.44444444444444,5928.0
2153,Weekday,SB,5.0,43.111111111111114,21.444444444444443,9.88888888888889,14.666666666666666,34.77777777777778,89.66666666666667,243.88888888888889,379.22222222222223,296.8888888888889,196.66666666666666,175.44444444444446,201.11111111111111,219.44444444444446,234.22222222222223,330.8888888888889,362.77777777777777,355.55555555555554,342.8888888888889,340.1111111111111,279.8888888888889,208.66666666666666,148.88888888888889,103.0,78.0,4711.111111111111
2153,Weekend,NB,5.0,109.75,74.5,51.0,34.5,28.0,35.25,59.75,111.5,167.0,243.25,317.25,346.75,394.0,384.0,343.25,348.0,321.75,326.5,313.5,275.75,231.75,172.25,156.0,126.75,4972.0
2153,Weekend,SB,5.0,126.25,83.75,68.5,37.25,27.5,31.25,46.75,98.25,158.5,230.25,272.0,342.0,374.75,375.75,348.75,375.5,330.0,308.5,301.5,261.25,216.75,165.5,139.75,120.75,4841.0
2367,Weekday,EB,5.0,34.0,26.8,17.8,15.4,36.0,81.8,208.6,291.0,306.8,245.4,247.8,266.6,269.6,300.0,310.8,347.8,369.8,419.6,365.2,298.6,236.6,155.4,90.6,73.0,5015.0
2367,Weekday,WB,5.0,75.6,37.2,39.6,42.0,127.8,353.6,481.2,585.4,645.4,505.6,455.8,455.4,490.6,483.0,555.4,552.4,556.0,580.6,558.4,472.0,346.8,253.4,202.4,123.4,8979.0
2367,Weekend,EB,5.0,106.25,66.5,33.5,26.5,22.5,33.0,51.5,104.0,184.0,265.75,307.25,362.0,398.5,367.5,360.25,339.0,331.75,304.75,261.25,211.0,163.25,142.75,93.75,72.0,4608.5
2367,Weekend,WB,5.0,138.5,89.75,59.0,51.75,63.75,110.0,151.75,240.25,354.5,488.5,565.25,566.25,597.0,623.25,566.0,533.75,521.0,484.75,453.0,376.0,315.25,238.25,191.75,162.0,7941.25
2369,Weekday,EB,5.0,49.06666666666667,38.733333333333334,28.933333333333334,26.4,56.333333333333336,164.2,262.1333333333333,359.2,412.6666666666667,319.6666666666667,299.6666666666667,302.26666666666665,321.53333333333336,338.1333333333333,362.93333333333334,407.93333333333334,403.4,401.4,376.0,342.6,240.8,150.6,105.26666666666667,76.53333333333333,5846.4
2369,Weekday,WB,5.0,73.0,37.8,39.4,43.2,130.6,366.4,492.4,603.2,658.8,512.0,464.2,461.6,501.2,495.0,583.8,551.4,550.8,572.8,553.0,468.4,347.8,263.4,204.4,129.6,9104.2
2369,Weekend,EB,5.0,111.0,66.5,34.5,26.25,25.0,34.25,53.25,110.5,187.75,275.5,318.75,377.5,420.0,386.25,380.5,350.25,348.25,321.75,274.0,220.75,167.5,146.0,96.0,72.75,4804.75
2369,Weekend,WB,5.0,137.0,90.75,54.5,54.25,58.75,116.25,164.75,244.25,382.75,525.25,562.5,568.0,627.75,649.25,537.25,549.5,527.0,471.25,429.5,355.25,299.75,231.25,186.5,155.75,7979.0
2760,Weekday,EB,5.0,15.2,10.4,4.2,5.2,10.2,33.0,85.8,296.6,190.4,105.8,115.0,122.4,122.2,139.6,238.4,204.0,197.6,205.0,195.2,153.0,117.6,79.4,52.4,41.4,2740.0
2760,Weekday,WB,5.0,18.8,9.0,10.4,11.2,28.2,82.6,117.8,195.8,184.6,138.8,123.0,143.2,144.0,173.2,206.4,184.8,173.4,162.0,195.4,127.8,96.4,77.8,51.0,29.8,2685.4
2760,Weekend,EB,5.0,48.75,24.0,13.0,11.25,9.0,8.75,17.0,37.25,77.25,115.0,151.75,169.0,183.25,185.75,175.0,169.5,157.75,156.25,150.5,147.25,110.25,71.75,53.75,51.25,2294.25
2760,Weekend,WB,5.0,32.0,19.5,14.25,8.75,6.25,6.5,16.0,30.25,52.5,71.25,91.5,111.5,140.5,166.75,132.75,107.75,127.75,107.75,128.25,105.5,89.0,64.75,47.5,35.75,1714.25
2930,Weekday,EB,5.0,36.5,23.0,13.75,9.25,8.75,27.5,90.5,374.0,479.0,247.25,241.25,282.0,315.75,327.25,426.25,456.25,387.0,336.0,293.5,255.25,223.25,175.75,123.0,85.0,5237.0
2930,Weekday,WB,5.0,39.0,25.75,19.75,14.75,14.5,25.25,93.75,534.25,556.75,247.75,252.75,249.75,263.25,262.0,374.75,314.75,355.5,410.25,354.0,322.5,242.25,201.25,148.5,97.25,5420.25
2930,Weekend,EB,5.0,95.0,53.0,49.5,30.5,12.0,22.0,22.0,52.5,123.0,132.0,146.0,117.0,259.0,246.0,257.0,231.0,285.0,227.0,227.0,166.0,182.0,120.0,106.0,101.0,3425.0
2930,Weekend,WB,5.0,115.0,76.0,48.0,35.0,17.0,13.0,23.0,60.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0
2933,Weekday,EB,5.0,26.6,17.6,11.8,7.0,12.0,32.4,110.8,431.0,414.2,231.0,241.4,282.6,289.2,295.0,494.0,395.2,349.2,374.8,329.2,284.6,228.6,172.8,117.6,79.4,5228.0
2933,Weekday,WB,5.0,28.8,16.6,11.4,6.2,11.8,38.4,125.6,657.2,409.2,258.8,268.0,299.2,322.0,368.0,515.2,444.6,427.8,432.0,389.4,331.6,243.6,174.4,105.4,75.8,5961.0
2933,Weekend,EB,5.0,111.5,63.0,37.5,19.0,10.75,15.25,36.0,91.5,166.25,223.25,293.75,391.5,378.0,357.25,350.0,311.75,312.25,283.25,280.75,226.25,200.5,157.25,108.75,83.0,4508.25
2933,Weekend,WB,5.0,111.75,67.75,35.0,23.75,15.5,19.25,34.0,119.75,194.5,283.0,365.75,409.75,407.0,408.0,382.25,367.75,276.75,299.25,282.5,277.25,197.0,150.75,116.25,94.75,4939.25
2984,Weekday,SB,5.0,13.0,10.2,5.8,4.6,7.6,16.2,52.6,147.4,169.6,102.6,107.6,112.4,121.4,144.4,201.8,198.8,177.4,175.2,161.6,116.8,88.6,58.2,44.2,30.0,2268.0
2984,Weekday,WB,5.0,16.4,12.8,5.8,4.0,6.0,18.0,24.4,84.6,189.6,84.0,84.8,101.4,101.8,117.6,148.4,201.6,138.0,135.8,127.4,102.8,80.8,47.6,26.2,16.8,1876.6
2984,Weekend,SB,5.0,34.75,17.25,13.0,8.0,8.75,10.0,13.0,33.75,72.0,103.0,110.0,150.75,149.0,144.75,134.5,131.75,117.25,112.25,99.25,82.5,70.25,59.75,40.0,28.75,1744.25
3017,Weekday,NB,5.0,58.6,36.2,19.6,21.0,67.0,152.6,231.8,413.6,417.6,298.8,302.6,337.8,350.0,378.6,503.8,530.6,515.6,561.2,522.4,436.0,324.6,225.2,160.8,117.8,6983.8
3017,Weekday,SB,5.0,88.2,54.0,22.4,24.0,37.0,99.0,311.8,550.6,520.6,357.6,336.6,365.2,418.4,446.4,555.2,520.8,565.4,528.0,563.2,490.6,393.6,277.2,212.8,165.0,7903.6
3017,Weekend,NB,5.0,149.5,87.25,42.75,33.5,32.75,53.75,75.75,141.75,219.25,305.5,387.25,447.75,506.0,508.25,461.0,454.0,476.75,412.25,421.0,363.25,279.75,205.75,152.75,133.5,6351.0
3017,Weekend,SB,5.0,206.75,119.25,79.25,52.5,40.0,48.5,87.5,145.0,254.0,331.25,401.75,458.5,497.0,527.75,527.0,486.25,464.5,461.75,457.0,401.5,340.0,277.25,193.75,176.5,7034.5
3115,Weekday,NB,5.0,66.0,37.8,31.0,22.6,55.8,169.0,196.6,381.6,464.6,290.8,291.0,326.0,365.8,371.0,470.2,556.4,484.6,500.4,450.4,432.6,335.2,193.8,119.8,94.2,6707.2
3115,Weekday,SB,5.0,62.0,33.2,21.0,17.6,19.2,48.6,154.8,277.0,276.4,197.0,196.4,213.6,230.0,243.0,314.4,330.4,339.8,324.2,311.2,266.6,188.8,137.2,99.6,80.8,4382.8
3720,Weekday,EB,5.0,62.4,32.7,19.8,17.2,36.0,99.9,320.9,594.8,554.4,444.2,465.7,471.7,473.6,481.1,516.4,548.3,548.6,520.5,502.8,437.6,328.2,240.5,147.5,106.2,7971.0
3720,Weekday,WB,5.0,43.1,20.8,15.1,12.3,17.3,47.7,99.7,268.6,288.7,273.0,293.7,353.1,372.0,398.6,444.7,479.3,501.1,495.8,447.3,397.2,305.7,213.3,129.5,84.2,6001.8
3720,Weekend,EB,5.0,152.0,95.5,59.5,34.75,25.75,48.25,91.75,210.75,374.25,466.75,547.75,589.25,605.5,616.25,541.75,501.75,479.5,488.25,494.0,423.0,297.5,221.75,165.75,124.5,7655.75
3720,Weekend,WB,5.0,133.0,71.25,37.0,27.25,19.0,26.5,44.5,117.75,213.5,300.0,373.75,444.75,492.0,484.25,451.25,420.5,380.25,371.0,367.25,334.25,246.0,187.25,138.75,123.25,5804.25
4234,Weekday,NB,5.0,21.4,14.0,10.8,6.8,16.0,53.4,80.6,168.0,164.0,87.8,89.4,101.4,100.6,114.2,141.6,157.2,132.6,152.8,149.8,128.4,81.8,47.4,33.8,22.8,2076.6
4234,Weekday,SB,5.0,21.4,11.8,7.6,5.4,4.2,16.6,48.0,129.6,105.4,56.8,49.0,67.2,80.0,89.4,113.6,124.0,122.2,130.8,137.6,109.6,70.6,51.8,37.4,20.8,1610.8
4237,Weekday,NB,5.0,13.4,8.0,4.0,6.2,17.0,44.2,77.2,161.4,171.8,106.6,104.4,107.6,106.4,108.6,152.0,150.8,138.4,173.8,170.8,127.4,75.6,63.2,42.0,29.6,2160.4
4237,Weekday,SB,5.0,14.2,7.8,7.2,4.4,8.6,11.0,49.6,129.2,126.0,72.2,75.2,75.6,68.4,92.8,145.6,132.6,150.8,156.2,139.0,117.2,90.0,61.4,41.2,30.8,1807.0
4237,Weekend,NB,5.0,43.5,24.75,14.75,13.0,11.25,13.75,25.5,47.0,67.5,110.25,120.0,125.25,142.75,125.75,138.5,124.75,131.75,116.75,113.75,97.25,70.75,55.0,44.75,33.75,1812.0
4237,Weekend,SB,5.0,38.25,26.25,14.0,11.75,7.5,7.5,15.75,33.0,47.5,60.25,86.5,97.5,108.0,115.0,104.5,116.75,102.25,98.0,96.75,87.0,64.5,50.0,41.0,31.25,1460.75
4297,Weekday,EB,5.0,2.2,1.8,1.6,1.0,2.4,5.4,21.6,46.0,30.8,16.6,20.2,21.8,23.2,19.8,28.4,26.4,27.4,33.6,29.4,21.2,21.6,13.6,10.4,7.0,433.4
4297,Weekday,WB,5.0,2.4,0.8,0.8,0.8,1.8,6.4,14.2,28.4,18.2,13.2,12.0,11.8,16.8,16.6,23.0,26.2,25.4,26.4,24.2,22.4,17.4,13.4,7.6,5.4,335.6
4297,Weekend,EB,5.0,7.75,4.75,4.0,1.25,1.75,4.25,3.25,10.5,16.5,17.5,28.75,26.0,30.25,26.5,24.25,22.75,28.0,27.0,27.25,19.25,14.75,9.25,8.75,6.75,371.0
4297,Weekend,WB,5.0,6.0,3.0,2.25,1.0,3.75,0.75,5.75,6.75,13.5,13.5,19.5,20.25,23.0,25.5,22.0,20.5,21.5,18.75,17.75,16.25,11.75,11.5,7.0,5.5,297.0
4340,Weekday,EB,5.0,54.2,43.8,31.4,32.4,79.4,215.4,514.6,602.6,532.0,489.0,452.0,410.6,454.0,494.2,509.6,464.6,477.2,508.0,465.0,379.2,282.2,193.6,139.4,106.4,7930.8
4340,Weekday,NB,5.0,112.0,85.25,58.5,54.5,79.0,210.25,567.25,917.5,977.0,694.0,555.75,561.0,591.75,600.25,632.25,644.0,632.0,645.75,565.0,484.25,386.75,334.0,255.25,199.25,10842.5
4340,Weekday,SB,5.0,117.75,76.75,42.75,46.5,48.25,70.25,170.25,379.5,518.75,436.75,415.0,436.0,441.75,466.75,531.5,713.0,736.0,747.75,663.5,512.75,368.75,300.75,208.75,177.0,8626.75
4340,Weekday,WB,5.0,61.8,36.6,22.8,16.6,36.8,76.2,123.8,234.6,336.2,241.2,250.8,300.4,342.8,349.4,406.2,430.2,486.6,517.6,512.4,438.6,339.6,250.6,165.2,113.2,6090.2
4340,Weekend,EB,5.0,133.75,96.0,72.25,50.0,45.25,64.5,131.75,188.75,341.5,446.75,505.25,551.5,561.0,579.75,507.5,482.0,499.5,430.0,371.5,326.5,244.5,189.25,145.25,118.75,7082.75
4340,Weekend,NB,5.0,247.0,143.0,140.0,122.0,128.0,108.0,153.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0
4340,Weekend,SB,5.0,245.0,165.0,119.0,98.0,80.0,84.0,78.0,109.0,112.0,138.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.0
4340,Weekend,WB,5.0,114.75,72.75,64.75,30.5,31.5,33.25,59.25,136.0,181.5,250.0,283.5,409.75,453.5,457.0,458.25,433.75,432.0,363.5,346.75,296.25,255.25,174.75,170.0,122.25,5630.75
4832,Weekday,EB,5.0,58.2,28.0,20.6,23.0,34.0,76.4,221.6,362.2,365.8,285.2,271.0,303.0,310.4,305.6,314.2,332.8,380.4,372.0,346.6,301.8,225.0,178.4,145.0,110.6,5371.8
4832,Weekday,WB,5.0,78.2,35.8,26.0,32.0,33.2,67.0,124.0,272.0,321.4,276.6,302.6,302.8,337.4,348.4,393.6,461.8,478.8,505.0,429.0,334.6,222.0,185.2,224.6,182.6,5974.6
4832,Weekend,EB,5.0,84.0,51.25,33.5,27.0,30.0,28.5,49.5,113.75,177.5,225.75,248.5,301.75,330.0,351.25,319.5,329.25,315.0,299.0,285.0,250.75,163.75,139.75,133.5,101.0,4388.75
4832,Weekend,WB,5.0,77.25,53.75,36.0,23.75,19.5,31.5,60.25,131.5,210.5,251.25,307.25,396.5,404.75,400.25,347.0,295.5,304.0,274.5,253.75,220.75,185.5,151.75,118.5,89.75,4645.0
4876,Weekday,EB,5.0,49.4,28.8,22.4,23.4,34.2,70.6,226.6,423.6,404.2,301.4,258.2,280.0,307.8,326.8,347.0,364.8,410.0,396.8,350.4,302.4,238.6,183.8,124.6,97.2,5573.0
4876,Weekday,WB,5.0,49.2,28.8,20.2,26.0,31.6,55.0,131.2,215.6,378.2,267.0,283.0,305.6,336.6,360.2,417.2,482.2,516.8,503.8,456.0,337.8,233.6,172.6,118.8,97.8,5824.8
4876,Weekend,EB,5.0,91.0,50.0,43.0,27.0,33.0,39.0,71.0,123.0,184.0,258.0,276.0,342.0,,,,,,,,,,,,,
4876,Weekend,WB,5.0,86.0,56.0,47.0,21.0,29.0,41.0,66.0,119.0,221.0,285.0,307.0,350.0,,,,,,,,,,,,,
5520,Weekday,NB,5.0,99.6,58.2,45.2,38.2,63.2,145.6,447.4,991.4,1001.4,644.6,573.6,682.4,743.0,791.0,841.2,835.8,840.2,834.0,756.4,679.8,529.8,453.2,285.4,201.4,12582.0
5520,Weekday,SB,5.0,106.2,59.4,42.2,32.8,43.2,95.2,202.8,446.0,586.8,519.2,553.8,656.4,685.0,717.0,814.6,922.4,974.2,1022.2,872.0,643.2,467.8,360.2,259.8,184.4,11266.8
5520,Weekend,NB,5.0,183.0,136.0,69.0,50.0,61.0,101.0,133.0,231.0,353.0,497.0,614.0,811.0,,,,,,,,,,,,,
5520,Weekend,SB,5.0,190.0,114.0,76.0,65.0,49.0,60.0,87.0,149.0,338.0,506.0,601.0,792.0,,,,,,,,,,,,,
6644,Weekday,NB,5.0,37.2,24.4,17.0,17.2,40.9,112.6,191.5,395.2,402.4,392.2,416.0,483.8,476.2,440.5,507.7,535.0,502.0,500.3,494.0,386.4,229.1,162.0,111.5,76.4,6951.5
6644,Weekday,SB,5.0,74.3,42.1,26.9,22.3,41.4,132.3,255.9,594.4,541.5,479.8,538.3,676.7,723.9,693.4,768.1,823.1,794.2,823.9,764.4,656.7,473.0,347.9,223.2,134.3,10652.0
6644,Weekend,NB,5.0,74.25,43.75,30.25,26.75,25.125,33.125,73.0,122.75,217.375,343.875,466.125,533.625,592.125,554.75,554.5,474.0,447.5,416.375,372.0,273.25,181.75,137.75,118.75,95.375,6208.125
6644,Weekend,SB,5.0,185.375,103.875,78.0,50.75,41.25,46.5,99.625,193.125,300.25,420.5,567.125,653.375,787.125,729.125,748.25,722.25,701.5,669.0,623.75,498.625,370.375,297.75,259.5,198.0,9345.0
7431,Weekday,EB,5.0,60.5,31.8,24.2,26.8,48.1,172.0,466.5,715.7,651.1,472.5,410.6,418.9,439.8,430.6,538.8,547.5,487.1,500.5,490.4,380.9,294.2,220.3,165.9,109.0,8103.7
7431,Weekday,WB,5.0,80.5,40.0,22.2,19.5,30.2,56.5,103.7,289.0,293.3,269.8,307.4,349.2,353.9,375.2,432.0,497.3,559.7,560.9,488.1,411.7,299.7,247.3,171.7,125.6,6384.4
7431,Weekend,EB,5.0,132.0,79.5,48.75,34.0,31.5,69.75,145.0,203.0,341.25,384.75,416.75,466.75,547.0,514.25,508.5,491.75,504.5,501.25,492.75,417.0,305.0,255.75,225.75,176.75,7293.25
7431,Weekend,WB,5.0,117.5,70.25,39.5,32.75,27.5,44.75,76.0,158.75,206.75,273.0,305.25,322.25,337.75,345.75,438.5,427.75,393.75,355.75,325.0,348.0,247.5,185.5,169.5,145.25,5394.25
7564,Weekday,EB,5.0,78.4,39.2,19.4,22.0,51.0,197.6,619.4,1005.6,931.2,795.6,739.4,843.0,975.0,747.2,952.6,913.0,857.0,960.2,881.6,693.8,662.0,458.0,331.6,287.6,14061.4
7564,Weekend,EB,5.0,200.0,127.0,85.75,38.0,48.0,77.5,152.75,246.5,459.25,572.5,701.0,854.75,949.0,872.75,926.5,945.5,932.5,980.0,885.25,715.0,463.25,334.75,254.0,182.75,12004.25
7886,Weekday,EB,5.0,16.666666666666668,8.777777777777779,4.555555555555555,4.333333333333333,6.555555555555555,17.0,55.77777777777778,174.22222222222223,138.77777777777777,87.0,69.44444444444444,65.88888888888889,83.44444444444444,95.33333333333333,121.22222222222223,108.66666666666667,84.11111111111111,83.66666666666667,82.77777777777777,62.666666666666664,43.666666666666664,35.77777777777778,35.22222222222222,27.555555555555557,1513.111111111111
7886,Weekday,WB,5.0,7.111111111111111,4.222222222222222,4.0,1.2222222222222223,4.444444444444445,9.444444444444445,8.0,21.88888888888889,32.77777777777778,21.666666666666668,19.22222222222222,23.555555555555557,25.11111111111111,24.77777777777778,41.44444444444444,51.44444444444444,41.333333333333336,35.77777777777778,38.77777777777778,29.77777777777778,26.77777777777778,20.11111111111111,16.444444444444443,10.0,519.3333333333334
7886,Weekend,EB,5.0,25.75,12.75,6.5,4.75,6.25,9.25,21.0,29.25,44.0,55.75,73.0,79.5,78.75,85.5,89.5,77.25,73.5,69.0,73.75,60.0,57.75,45.25,35.0,32.5,1145.5
7886,Weekend,WB,5.0,9.8,6.2,4.0,3.2,3.0,5.2,5.4,7.6,14.0,21.8,23.2,28.4,27.0,28.2,33.4,30.0,29.8,23.8,20.0,19.6,16.8,13.4,12.0,9.6,395.4
8070,Weekday,EB,5.0,65.2,34.0,25.4,12.6,23.6,71.2,248.6,522.6,436.4,344.0,354.2,385.0,423.6,470.8,568.6,537.0,551.4,539.6,513.2,417.2,332.4,261.6,187.0,119.4,7444.6
8070,Weekday,NB,5.0,52.2,21.8,21.6,25.0,33.8,109.2,238.2,442.2,451.2,404.6,391.4,444.0,472.4,455.2,508.6,520.8,526.4,497.6,480.6,400.4,282.4,206.8,151.8,104.4,7242.6
8070,Weekday,SB,5.0,85.4,36.6,18.0,20.8,26.0,74.2,260.8,562.6,515.8,494.6,455.6,506.8,557.6,575.8,736.6,716.4,753.4,765.8,708.0,544.2,435.4,337.0,233.2,156.4,9577.0
8070,Weekday,WB,5.0,50.0,39.0,23.8,28.0,56.0,142.8,331.4,723.4,710.8,584.2,553.8,632.2,681.8,694.0,791.4,855.4,853.4,858.2,834.6,618.4,403.0,300.2,224.6,157.6,11148.0
8070,Weekend,EB,5.0,127.25,64.0,53.25,35.0,28.75,40.25,98.5,144.25,255.5,295.5,326.25,385.0,465.25,464.75,454.5,464.25,409.75,381.5,404.5,324.75,290.0,192.5,175.75,134.75,6015.75
8070,Weekend,NB,5.0,97.75,53.5,39.0,25.25,28.25,50.0,84.25,158.75,267.5,355.0,425.0,501.5,568.75,521.25,519.75,497.25,421.25,364.5,337.0,287.0,212.5,163.75,152.75,115.75,6247.25
8070,Weekend,SB,5.0,132.5,97.25,56.25,44.0,31.0,48.25,107.5,167.75,318.0,421.25,494.75,554.75,658.75,645.5,673.5,648.25,645.0,555.75,519.0,424.0,302.75,257.25,211.5,146.5,8161.0
8070,Weekend,WB,5.0,152.25,71.25,53.75,36.0,41.5,83.25,130.75,277.75,439.75,563.0,680.75,798.25,900.0,881.0,813.0,801.0,674.25,607.0,511.0,418.0,277.5,275.25,228.75,159.5,9874.5
8119,Weekday,NB,5.0,51.44444444444444,26.666666666666668,22.666666666666668,20.11111111111111,39.44444444444444,110.33333333333333,268.3333333333333,417.0,399.1111111111111,302.1111111111111,277.77777777777777,271.3333333333333,294.44444444444446,296.55555555555554,340.77777777777777,364.55555555555554,344.8888888888889,331.8888888888889,326.1111111111111,296.77777777777777,243.22222222222223,186.44444444444446,144.77777777777777,116.44444444444444,5493.222222222223
8119,Weekday,SB,5.0,89.11111111111111,48.44444444444444,31.333333333333332,22.22222222222222,32.55555555555556,59.55555555555556,152.55555555555554,345.0,329.77777777777777,257.0,259.8888888888889,284.3333333333333,308.77777777777777,339.22222222222223,410.22222222222223,460.55555555555554,461.3333333333333,510.0,480.44444444444446,408.55555555555554,323.6666666666667,259.22222222222223,214.33333333333334,190.22222222222223,6278.333333333333
8119,Weekend,NB,5.0,79.2,44.6,33.6,25.0,25.4,50.2,96.6,182.2,209.8,289.8,329.0,318.4,367.2,354.8,334.4,386.2,296.4,248.4,239.2,207.4,169.4,141.0,117.0,94.2,4639.4
8119,Weekend,SB,5.0,120.6,92.0,62.0,47.8,33.0,44.6,94.0,154.6,187.4,249.0,289.2,319.2,414.6,423.0,410.2,416.4,326.2,279.4,253.6,255.2,220.6,190.4,171.6,146.6,5201.2
8152,Weekday,EB,5.0,25.11111111111111,15.0,9.555555555555555,6.444444444444445,11.777777777777779,35.55555555555556,156.22222222222223,473.1111111111111,383.77777777777777,200.77777777777777,185.0,210.33333333333334,246.77777777777777,241.11111111111111,306.3333333333333,301.8888888888889,295.55555555555554,304.77777777777777,266.0,216.88888888888889,166.88888888888889,125.55555555555556,73.33333333333333,53.888888888888886,4311.666666666667
