,Segment ID,day,LBoro,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
0,202,Weekend,5.0,305.0,222.0,137.0,138.0,114.0,155.0,283.0,355.0,485.0,549.0,550.0,555.0,621.0,630.0,665.0,649.0,671.0,700.0,658.0,646.0,707.0,620.0,540.0,504.0,11459.0
1,646,Weekday,5.0,28.25,25.375,19.0,16.375,26.375,51.875,97.25,134.25,182.75,211.5,200.875,236.125,250.375,271.125,263.625,293.875,290.75,225.875,183.0,152.625,94.875,72.0,43.0,34.875,3406.0
2,1416,Weekday,5.0,37.4,19.5,10.4,11.6,30.7,79.0,174.3,328.7,318.0,214.5,234.6,252.8,272.7,295.2,360.8,371.8,375.6,401.5,360.3,292.6,228.2,167.0,108.7,74.8,5020.7
3,1416,Weekend,5.0,92.125,56.25,30.625,24.625,21.0,22.75,47.625,78.0,156.5,223.125,295.25,344.875,361.25,364.75,342.875,320.25,311.0,292.75,268.75,223.25,188.0,142.375,119.875,89.125,4417.0
4,1421,Weekday,5.0,53.75,30.25,21.75,19.0,25.125,55.0,151.5,315.5,353.375,213.0,219.625,259.25,287.125,294.125,352.125,400.375,395.375,410.375,366.25,315.625,183.625,140.125,87.875,61.75,5011.875
5,1883,Weekday,5.0,37.0,20.916666666666668,12.916666666666666,6.583333333333333,24.333333333333332,66.25,168.83333333333334,387.8333333333333,306.25,206.91666666666666,209.33333333333334,223.33333333333334,262.5,282.1666666666667,362.9166666666667,376.9166666666667,384.3333333333333,375.25,363.1666666666667,293.25,227.5,168.5,115.25,86.75,4969.0
6,1883,Weekend,5.0,96.875,64.625,31.625,22.0,14.75,21.625,48.125,98.375,172.375,248.625,290.5,347.5,376.125,340.625,337.5,324.875,308.375,295.625,295.625,247.75,190.625,154.25,109.125,92.25,4529.75
7,1884,Weekday,5.0,52.5,28.5,23.5,9.0,17.5,53.5,145.0,395.0,331.5,206.0,222.5,242.5,290.5,314.0,367.5,442.0,380.0,405.5,371.5,312.0,239.0,170.5,135.5,88.0,5243.0
8,1885,Weekday,5.0,58.0,31.0,22.5,16.5,17.0,45.0,155.5,378.5,352.0,197.5,179.5,228.0,255.0,268.0,356.5,387.0,364.0,327.5,338.5,286.0,227.0,171.5,141.5,105.0,4908.5
9,1886,Weekday,5.0,66.5,35.5,29.0,23.5,21.0,42.0,106.5,382.5,355.5,205.0,208.0,240.5,291.0,315.0,414.5,430.0,373.5,377.5,363.5,333.0,130.0,0.0,0.0,0.0,4743.5
11,2147,Weekend,5.0,79.375,52.75,29.125,21.375,16.25,27.0,47.5,92.375,152.625,195.0,333.25,371.875,378.625,376.5,336.5,335.75,298.875,304.875,282.5,248.375,199.5,159.25,115.75,88.375,4543.375
10,2147,Weekday,5.0,52.388888888888886,31.72222222222222,21.333333333333332,17.77777777777778,34.27777777777778,82.11111111111111,208.83333333333334,453.6111111111111,381.77777777777777,257.6666666666667,255.77777777777777,279.8888888888889,301.94444444444446,321.05555555555554,429.27777777777777,458.77777777777777,433.27777777777777,440.0,417.27777777777777,357.6111111111111,264.8888888888889,174.38888888888889,120.77777777777777,77.22222222222223,5873.666666666667
12,2153,Weekday,5.0,40.27777777777778,26.27777777777778,12.722222222222221,15.722222222222221,33.94444444444444,96.61111111111111,214.94444444444446,382.6111111111111,390.8333333333333,234.88888888888889,214.33333333333334,244.94444444444446,262.3888888888889,286.05555555555554,341.1666666666667,400.55555555555554,390.3333333333333,386.8888888888889,383.8888888888889,326.0,238.66666666666666,179.61111111111111,130.66666666666666,85.22222222222223,5319.555555555556
13,2153,Weekend,5.0,118.0,79.125,59.75,35.875,27.75,33.25,53.25,104.875,162.75,236.75,294.625,344.375,384.375,379.875,346.0,361.75,325.875,317.5,307.5,268.5,224.25,168.875,147.875,123.75,4906.5
14,2367,Weekday,5.0,54.8,32.0,28.7,28.7,81.9,217.7,344.9,438.2,476.1,375.5,351.8,361.0,380.1,391.5,433.1,450.1,462.9,500.1,461.8,385.3,291.7,204.4,146.5,98.2,6997.0
15,2367,Weekend,5.0,122.375,78.125,46.25,39.125,43.125,71.5,101.625,172.125,269.25,377.125,436.25,464.125,497.75,495.375,463.125,436.375,426.375,394.75,357.125,293.5,239.25,190.5,142.75,117.0,6274.875
16,2369,Weekday,5.0,55.05,38.5,31.55,30.6,74.9,214.75,319.7,420.2,474.2,367.75,340.8,342.1,366.45,377.35,418.15,443.8,440.25,444.25,420.25,374.05,267.55,178.8,130.05,89.8,6660.85
17,2369,Weekend,5.0,124.0,78.625,44.5,40.25,41.875,75.25,109.0,177.375,285.25,400.375,440.625,472.75,523.875,517.75,458.875,449.875,437.625,396.5,351.75,288.0,233.625,188.625,141.25,114.25,6391.875
18,2760,Weekday,5.0,17.0,9.7,7.3,8.2,19.2,57.8,101.8,246.2,187.5,122.3,119.0,132.8,133.1,156.4,222.4,194.4,185.5,183.5,195.3,140.4,107.0,78.6,51.7,35.6,2712.7
19,2760,Weekend,5.0,40.375,21.75,13.625,10.0,7.625,7.625,16.5,33.75,64.875,93.125,121.625,140.25,161.875,176.25,153.875,138.625,142.75,132.0,139.375,126.375,99.625,68.25,50.625,43.5,2004.25
20,2930,Weekday,5.0,37.75,24.375,16.75,12.0,11.625,26.375,92.125,454.125,517.875,247.5,247.0,265.875,289.5,294.625,400.5,385.5,371.25,373.125,323.75,288.875,232.75,188.5,135.75,91.125,5328.625
21,2930,Weekend,5.0,101.66666666666667,60.666666666666664,49.0,32.0,13.666666666666666,19.0,22.333333333333332,55.0,97.0,88.0,97.33333333333333,78.0,129.5,123.0,128.5,115.5,142.5,113.5,113.5,83.0,91.0,60.0,53.0,50.5,1928.5
22,2933,Weekday,5.0,27.7,17.1,11.6,6.6,11.9,35.4,118.2,544.1,411.7,244.9,254.7,290.9,305.6,331.5,504.6,419.9,388.5,403.4,359.3,308.1,236.1,173.6,111.5,77.6,5594.5
23,2933,Weekend,5.0,111.625,65.375,36.25,21.375,13.125,17.25,35.0,105.625,180.375,253.125,329.75,400.625,392.5,382.625,366.125,339.75,294.5,291.25,281.625,251.75,198.75,154.0,112.5,88.875,4723.75
25,2984,Weekend,5.0,34.75,17.25,13.0,8.0,8.75,10.0,13.0,33.75,72.0,103.0,110.0,150.75,149.0,144.75,134.5,131.75,117.25,112.25,99.25,82.5,70.25,59.75,40.0,28.75,1744.25
24,2984,Weekday,5.0,14.7,11.5,5.8,4.3,6.8,17.1,38.5,116.0,179.6,93.3,96.2,106.9,111.6,131.0,175.1,200.2,157.7,155.5,144.5,109.8,84.7,52.9,35.2,23.4,2072.3
26,3017,Weekday,5.0,73.4,45.1,21.0,22.5,52.0,125.8,271.8,482.1,469.1,328.2,319.6,351.5,384.2,412.5,529.5,525.7,540.5,544.6,542.8,463.3,359.1,251.2,186.8,141.4,7443.7
27,3017,Weekend,5.0,178.125,103.25,61.0,43.0,36.375,51.125,81.625,143.375,236.625,318.375,394.5,453.125,501.5,518.0,494.0,470.125,470.625,437.0,439.0,382.375,309.875,241.5,173.25,155.0,6692.75
28,3115,Weekday,5.0,64.0,35.5,26.0,20.1,37.5,108.8,175.7,329.3,370.5,243.9,243.7,269.8,297.9,307.0,392.3,443.4,412.2,412.3,380.8,349.6,262.0,165.5,109.7,87.5,5545.0
29,3720,Weekday,5.0,52.75,26.75,17.45,14.75,26.65,73.8,210.3,431.7,421.55,358.6,379.7,412.4,422.8,439.85,480.55,513.8,524.85,508.15,475.05,417.4,316.95,226.9,138.5,95.2,6986.4
30,3720,Weekend,5.0,142.5,83.375,48.25,31.0,22.375,37.375,68.125,164.25,293.875,383.375,460.75,517.0,548.75,550.25,496.5,461.125,429.875,429.625,430.625,378.625,271.75,204.5,152.25,123.875,6730.0
31,4232,Weekday,5.0,12.2,7.2,4.4,6.4,9.2,37.8,80.4,153.0,131.2,91.4,88.2,88.4,99.4,84.6,103.0,120.0,124.6,113.6,84.2,72.8,57.2,40.4,24.6,11.8,1646.0
32,4234,Weekday,5.0,21.4,12.9,9.2,6.1,10.1,35.0,64.3,148.8,134.7,72.3,69.2,84.3,90.3,101.8,127.6,140.6,127.4,141.8,143.7,119.0,76.2,49.6,35.6,21.8,1843.7
33,4237,Weekday,5.0,13.8,7.9,5.6,5.3,12.8,27.6,63.4,145.3,148.9,89.4,89.8,91.6,87.4,100.7,148.8,141.7,144.6,165.0,154.9,122.3,82.8,62.3,41.6,30.2,1983.7
34,4237,Weekend,5.0,40.875,25.5,14.375,12.375,9.375,10.625,20.625,40.0,57.5,85.25,103.25,111.375,125.375,120.375,121.5,120.75,117.0,107.375,105.25,92.125,67.625,52.5,42.875,32.5,1636.375
36,4297,Weekend,5.0,6.875,3.875,3.125,1.125,2.75,2.5,4.5,8.625,15.0,15.5,24.125,23.125,26.625,26.0,23.125,21.625,24.75,22.875,22.5,17.75,13.25,10.375,7.875,6.125,334.0
35,4297,Weekday,5.0,2.3,1.3,1.2,0.9,2.1,5.9,17.9,37.2,24.5,14.9,16.1,16.8,20.0,18.2,25.7,26.3,26.4,30.0,26.8,21.8,19.5,13.5,9.0,6.2,384.5
38,4340,Weekend,5.0,148.6,98.3,80.7,54.2,51.5,58.3,99.5,146.4,220.4,292.5,318.2,385.2,405.8,414.7,386.3,366.3,372.6,317.4,287.3,249.1,199.9,145.6,126.1,96.4,5321.3
37,4340,Weekday,5.0,83.27777777777777,58.333333333333336,37.55555555555556,36.05555555555556,60.55555555555556,143.33333333333334,341.22222222222223,520.7777777777778,573.5555555555555,454.1111111111111,410.94444444444446,419.05555555555554,451.0,471.44444444444446,513.0,550.1111111111111,571.7222222222222,594.5555555555555,544.5,448.72222222222223,340.6111111111111,264.44444444444446,187.72222222222223,144.61111111111111,8221.222222222223
39,4832,Weekday,5.0,68.2,31.9,23.3,27.5,33.6,71.7,172.8,317.1,343.6,280.9,286.8,302.9,323.9,327.0,353.9,397.3,429.6,438.5,387.8,318.2,223.5,181.8,184.8,146.6,5673.2
40,4832,Weekend,5.0,80.625,52.5,34.75,25.375,24.75,30.0,54.875,122.625,194.0,238.5,277.875,349.125,367.375,375.75,333.25,312.375,309.5,286.75,269.375,235.75,174.625,145.75,126.0,95.375,4516.875
41,4876,Weekday,5.0,49.3,28.8,21.3,24.7,32.9,62.8,178.9,319.6,391.2,284.2,270.6,292.8,322.2,343.5,382.1,423.5,463.4,450.3,403.2,320.1,236.1,178.2,121.7,97.5,5698.9
42,4876,Weekend,5.0,88.5,53.0,45.0,24.0,31.0,40.0,68.5,121.0,202.5,271.5,291.5,346.0,,,,,,,,,,,,,
43,5520,Weekday,5.0,102.9,58.8,43.7,35.5,53.2,120.4,325.1,718.7,794.1,581.9,563.7,669.4,714.0,754.0,827.9,879.1,907.2,928.1,814.2,661.5,498.8,406.7,272.6,192.9,11924.4
44,5520,Weekend,5.0,186.5,125.0,72.5,57.5,55.0,80.5,110.0,190.0,345.5,501.5,607.5,801.5,,,,,,,,,,,,,
45,6644,Weekday,5.0,55.75,33.25,21.95,19.75,41.15,122.45,223.7,494.8,471.95,436.0,477.15,580.25,600.05,566.95,637.9,679.05,648.1,662.1,629.2,521.55,351.05,254.95,167.35,105.35,8801.75
46,6644,Weekend,5.0,129.8125,73.8125,54.125,38.75,33.1875,39.8125,86.3125,157.9375,258.8125,382.1875,516.625,593.5,689.625,641.9375,651.375,598.125,574.5,542.6875,497.875,385.9375,276.0625,217.75,189.125,146.6875,7776.5625
47,7431,Weekday,5.0,70.5,35.9,23.2,23.15,39.15,114.25,285.1,502.35,472.2,371.15,359.0,384.05,396.85,402.9,485.4,522.4,523.4,530.7,489.25,396.3,296.95,233.8,168.8,117.3,7244.05
48,7431,Weekend,5.0,124.75,74.875,44.125,33.375,29.5,57.25,110.5,180.875,274.0,328.875,361.0,394.5,442.375,430.0,473.5,459.75,449.125,428.5,408.875,382.5,276.25,220.625,197.625,161.0,6343.75
50,7564,Weekend,5.0,200.0,127.0,85.75,38.0,48.0,77.5,152.75,246.5,459.25,572.5,701.0,854.75,949.0,872.75,926.5,945.5,932.5,980.0,885.25,715.0,463.25,334.75,254.0,182.75,12004.25
49,7564,Weekday,5.0,78.4,39.2,19.4,22.0,51.0,197.6,619.4,1005.6,931.2,795.6,739.4,843.0,975.0,747.2,952.6,913.0,857.0,960.2,881.6,693.8,662.0,458.0,331.6,287.6,14061.4
52,7886,Weekend,5.0,16.88888888888889,9.11111111111111,5.111111111111111,3.888888888888889,4.444444444444445,7.0,12.333333333333334,17.22222222222222,27.333333333333332,36.888888888888886,45.333333333333336,51.111111111111114,50.0,53.666666666666664,58.333333333333336,51.0,49.22222222222222,43.888888888888886,43.888888888888886,37.55555555555556,35.0,27.555555555555557,22.22222222222222,19.77777777777778,728.7777777777778
51,7886,Weekday,5.0,11.88888888888889,6.5,4.277777777777778,2.7777777777777777,5.5,13.222222222222221,31.88888888888889,98.05555555555556,85.77777777777777,54.333333333333336,44.333333333333336,44.72222222222222,54.27777777777778,60.05555555555556,81.33333333333333,80.05555555555556,62.72222222222222,59.72222222222222,60.77777777777778,46.22222222222222,35.22222222222222,27.944444444444443,25.833333333333332,18.77777777777778,1016.2222222222222
53,8070,Weekday,5.0,63.2,32.85,22.2,21.6,34.85,99.35,269.75,562.7,528.55,456.85,438.75,492.0,533.85,548.95,651.3,657.4,671.15,665.3,634.1,495.05,363.3,276.4,199.15,134.45,8853.05
54,8070,Weekend,5.0,127.4375,71.5,50.5625,35.0625,32.375,55.4375,105.25,187.125,320.1875,408.6875,481.6875,559.875,648.1875,628.125,615.1875,602.6875,537.5625,477.1875,442.875,363.4375,270.6875,222.1875,192.1875,139.125,7574.625
55,8119,Weekday,5.0,70.27777777777777,37.55555555555556,27.0,21.166666666666668,36.0,84.94444444444444,210.44444444444446,381.0,364.44444444444446,279.55555555555554,268.8333333333333,277.8333333333333,301.6111111111111,317.8888888888889,375.5,412.55555555555554,403.1111111111111,420.94444444444446,403.27777777777777,352.6666666666667,283.44444444444446,222.83333333333334,179.55555555555554,153.33333333333334,5885.777777777777
56,8119,Weekend,5.0,99.9,68.3,47.8,36.4,29.2,47.4,95.3,168.4,198.6,269.4,309.1,318.8,390.9,388.9,372.3,401.3,311.3,263.9,246.4,231.3,195.0,165.7,144.3,120.4,4920.3
57,8152,Weekday,5.0,23.72222222222222,14.944444444444445,7.777777777777778,6.277777777777778,9.777777777777779,29.0,111.44444444444444,356.8888888888889,309.72222222222223,178.77777777777777,169.27777777777777,203.72222222222223,226.77777777777777,220.55555555555554,280.77777777777777,306.5,279.55555555555554,287.3888888888889,257.77777777777777,201.94444444444446,147.11111111111111,116.38888888888889,70.77777777777777,53.111111111111114,3870.0
58,8152,Weekend,5.0,36.6,21.4,13.9,8.5,8.9,11.8,39.8,80.8,102.5,146.3,191.9,212.2,282.1,243.2,222.0,272.1,192.6,133.0,113.2,110.0,68.2,56.7,54.7,42.3,2664.7
59,8288,Weekday,5.0,137.6,73.2,45.4,34.5,65.9,132.0,363.1,650.8,677.2,593.5,617.5,677.3,775.3,788.1,852.1,889.4,945.7,958.0,909.2,773.8,614.8,455.6,343.7,223.9,12597.6
60,8288,Weekend,5.0,204.875,123.25,83.125,54.625,50.75,74.125,122.25,228.625,365.25,528.75,681.0,804.25,899.25,892.125,895.375,862.75,827.25,786.75,748.75,625.25,523.5,405.875,309.5,231.0,11328.25
61,8494,Weekday,5.0,126.45,67.95,46.45,37.7,51.7,112.6,305.3,497.95,576.8,545.7,589.65,661.5,712.05,726.6,717.2,741.15,733.85,747.45,674.6,613.2,488.3,375.55,283.05,200.25,10633.0
62,8494,Weekend,5.0,200.4,142.5,95.3,69.1,64.4,75.9,132.2,236.0,379.7,539.0,663.5,763.3,825.0,824.875,756.125,791.5,738.0,702.875,665.0,612.375,476.25,373.0,297.5,218.0,10677.25
63,9661,Weekday,5.0,51.95,32.3,21.4,22.25,30.95,60.15,142.35,295.55,330.7,247.3,242.7,257.8,290.55,307.95,386.5,415.2,429.95,430.5,354.45,301.7,227.15,175.25,128.2,98.65,5281.45
64,9661,Weekend,5.0,96.4,67.9,44.0,36.8,36.0,38.2,67.8,113.3,168.4,219.8,257.4,282.4,293.875,306.375,293.625,296.75,294.625,280.0,271.25,265.75,212.0,162.0,132.875,105.625,4280.375
66,9788,Weekend,5.0,163.2,103.8,68.4,50.0,40.6,52.1,105.9,186.5,259.3,373.3,452.0,531.7,558.0,556.0,542.375,557.0,515.0,488.625,470.0,427.25,374.0,269.25,214.375,179.125,7531.375
65,9788,Weekday,5.0,89.55,45.45,33.15,26.9,37.4,88.75,281.55,485.6,485.25,427.65,424.15,464.35,499.95,521.6,568.55,595.25,568.65,568.65,546.35,498.3,384.65,291.45,217.25,169.45,8319.85
67,9896,Weekday,5.0,90.0,56.9,35.7,38.7,58.0,132.6,322.0,521.9,464.9,367.2,338.1,350.0,380.0,406.3,468.5,482.0,505.3,509.6,431.6,369.5,291.5,234.4,209.7,148.6,7213.0
68,9896,Weekend,5.0,150.25,105.0,75.875,63.125,52.625,75.25,116.625,162.625,211.125,265.375,310.625,324.25,345.125,365.875,375.5,364.5,337.75,343.625,319.5,305.875,257.5,226.75,204.875,144.5,5504.125
69,9922,Weekday,5.0,74.3,47.9,33.9,32.9,43.3,87.0,220.7,474.7,499.3,320.5,292.5,293.4,322.3,338.4,407.7,425.5,474.5,449.4,367.5,278.5,216.3,183.4,163.4,123.8,6171.1
70,9922,Weekend,5.0,114.5,70.0,62.0,51.5,45.5,53.5,85.5,129.0,180.5,248.5,284.5,313.5,,,,,,,,,,,,,
71,10143,Weekday,5.0,62.6,39.5,34.0,22.0,39.5,65.5,140.1,307.8,346.8,264.5,247.5,258.4,278.9,303.7,351.5,385.2,401.4,379.7,305.3,248.3,205.0,165.2,123.1,93.5,5069.0
72,10143,Weekend,5.0,109.0,79.5,56.0,42.5,45.0,35.5,58.5,96.0,153.0,209.0,253.0,302.0,,,,,,,,,,,,,
73,10164,Weekday,5.0,76.8,49.7,33.2,35.2,61.5,147.7,389.2,594.9,655.2,525.6,453.5,455.4,467.2,476.7,552.0,624.7,632.6,649.3,564.2,398.4,284.1,230.1,185.7,134.8,8677.7
74,10164,Weekend,5.0,101.75,73.5,35.625,50.625,50.125,54.0,77.0,116.75,149.25,210.5,230.75,260.625,288.75,316.625,331.25,336.875,324.625,400.625,392.125,347.25,268.375,219.125,196.25,160.0,4992.375
75,10188,Weekday,5.0,70.2,43.2,30.2,28.2,47.6,81.8,218.3,439.8,435.4,313.7,307.4,327.4,351.6,374.6,434.5,456.7,491.8,518.0,417.1,377.1,289.7,225.1,177.2,144.8,6601.4
76,10188,Weekend,5.0,126.5,91.25,64.625,52.375,49.875,49.875,86.125,158.125,198.5,257.375,287.375,335.875,323.625,358.0,347.875,345.375,333.25,325.125,295.5,287.5,243.5,190.625,162.0,143.625,5113.875
78,10196,Weekend,5.0,103.66666666666667,64.55555555555556,56.333333333333336,52.888888888888886,51.333333333333336,57.666666666666664,104.55555555555556,145.0,204.22222222222223,254.77777777777777,293.1111111111111,434.55555555555554,454.125,474.0,439.25,456.875,422.5,406.25,361.75,305.875,261.625,222.375,186.375,144.875,5940.875
77,10196,Weekday,5.0,71.55,44.2,30.95,39.5,68.95,148.55,387.2,651.4,623.1,458.2,398.2,408.1,434.5,484.3,561.0,652.4,637.4,605.65,456.6,336.7,257.15,209.8,170.45,122.65,8258.5
79,10335,Weekday,5.0,54.1,32.8,22.3,35.4,126.3,399.7,528.9,623.9,438.0,402.8,411.7,429.2,444.0,536.2,543.3,576.3,617.9,584.8,512.5,408.2,306.1,227.3,155.4,100.8,8517.9
80,10335,Weekend,5.0,97.75,64.375,38.5,31.25,37.5,62.125,100.125,173.125,242.125,285.0,327.625,366.75,364.375,510.125,472.5,471.0,450.625,454.25,412.625,343.625,268.0,211.875,177.625,135.875,6098.75
81,11273,Weekday,5.0,55.8,32.9,20.15,21.15,31.85,82.0,237.4,582.9,540.1,390.7,363.2,406.65,452.2,442.25,539.85,588.65,549.3,572.95,510.25,392.4,290.8,218.35,149.1,106.4,7577.3
82,11273,Weekend,5.0,104.3,57.5,40.1,34.5,33.7,47.7,99.4,193.0,318.1,425.9,472.6,498.6,597.375,595.5,571.75,542.25,503.625,454.875,421.0,365.625,285.875,204.625,180.0,145.75,7341.125
83,11362,Weekday,5.0,96.2,54.7,32.9,22.5,42.4,97.0,281.7,607.3,622.9,458.7,458.9,477.0,503.5,540.8,643.2,707.9,677.7,674.9,602.1,514.9,384.9,311.5,244.3,187.9,9245.8
84,11362,Weekend,5.0,179.5,112.5,84.5,45.5,48.0,59.5,124.0,213.0,312.5,398.0,456.0,512.0,,,,,,,,,,,,,
85,11449,Weekday,5.0,23.5,12.6,4.8,4.0,2.9,25.9,99.2,372.1,311.0,158.7,137.3,155.1,159.3,173.9,283.6,352.3,295.3,274.6,205.1,157.1,113.2,97.7,59.5,44.3,3523.0
86,11449,Weekend,5.0,38.5,26.5,12.0,10.0,4.0,10.0,22.5,48.5,87.0,111.5,135.5,145.5,,,,,,,,,,,,,
87,11599,Weekday,5.0,20.083333333333332,8.333333333333334,5.166666666666667,2.9166666666666665,5.166666666666667,23.916666666666668,130.91666666666666,415.4166666666667,341.0833333333333,175.83333333333334,165.5,168.16666666666666,189.83333333333334,219.0,342.75,368.1666666666667,341.0,326.75,277.4166666666667,187.66666666666666,123.5,84.75,65.25,43.333333333333336,4031.9166666666665
88,11599,Weekend,5.0,37.375,22.75,13.25,11.5,5.125,11.375,32.375,64.875,88.125,118.375,152.375,195.5,225.125,210.0,217.5,183.75,171.5,163.75,152.0,115.25,88.0,70.0,58.125,46.875,2454.875
90,12198,Weekend,5.0,241.0,156.0,105.0,70.0,63.0,142.0,233.0,380.0,503.0,654.0,723.0,795.0,,,,,,,,,,,,,
89,12198,Weekday,5.0,122.8,65.4,49.0,48.0,87.0,286.6,684.6,1158.8,1171.8,814.4,738.6,757.6,744.6,731.0,953.8,893.6,816.4,772.4,659.0,605.4,494.0,380.8,331.0,246.4,13613.0
91,12215,Weekday,5.0,141.8,73.2,50.6,40.8,78.0,267.8,727.2,1159.2,1235.4,925.2,786.8,780.0,789.6,783.8,926.0,890.4,891.0,949.4,807.4,715.8,586.2,427.0,345.0,263.0,14640.6
92,12215,Weekend,5.0,240.25,143.25,85.75,72.0,61.25,112.5,229.75,359.5,516.0,654.5,736.0,798.25,823.75,787.0,784.75,691.25,684.0,656.5,639.25,583.5,486.25,376.5,357.75,292.5,11172.0
93,12806,Weekday,5.0,20.5,9.2,5.8,5.6,8.3,35.1,198.6,614.8,359.2,196.8,165.6,184.4,200.6,246.7,399.5,384.9,375.9,403.4,310.6,202.8,126.0,96.6,67.8,42.2,4660.9
94,12806,Weekend,5.0,41.5,22.375,14.0,10.375,6.875,13.75,32.375,66.0,94.5,122.5,163.25,208.875,210.25,237.25,224.25,197.0,183.5,170.375,166.25,151.75,125.875,93.25,63.875,41.875,2661.875
95,12809,Weekday,5.0,16.3,7.4,3.95,3.65,6.4,19.3,103.1,414.8,268.1,138.5,125.45,154.55,147.35,174.05,272.85,307.15,303.65,271.55,189.45,135.9,92.65,70.55,45.95,31.2,3303.8
96,12809,Weekend,5.0,18.9,15.4,8.2,7.4,5.0,8.6,15.0,29.9,54.6,70.3,98.4,122.3,139.625,142.75,137.125,121.25,125.375,119.125,112.875,81.375,58.625,48.0,37.375,29.125,1573.75
97,12829,Weekday,5.0,63.65,38.35,23.4,21.6,37.65,91.7,262.45,471.85,489.75,406.55,390.1,425.45,440.85,448.15,494.1,546.15,537.7,537.5,472.6,369.55,278.1,230.4,181.5,125.4,7384.5
98,12829,Weekend,5.0,110.6,71.3,47.3,36.1,35.5,53.8,103.6,167.2,249.8,324.3,370.5,385.0,467.75,480.875,446.25,411.625,399.5,368.0,331.5,303.25,241.75,199.5,177.75,129.75,5954.625
99,12832,Weekday,5.0,58.2,50.4,78.95,107.0,123.25,171.1,338.2,619.6,572.75,457.8,463.45,492.1,514.7,532.15,546.1,547.7,500.7,523.35,454.35,347.4,251.55,197.4,139.4,101.45,8189.05
100,12832,Weekend,5.0,88.5,65.875,73.5625,76.1875,83.8125,116.25,167.6875,240.1875,311.75,376.6875,425.25,454.6875,506.625,462.4375,425.75,377.0,362.6875,323.4375,294.4375,267.1875,203.0,171.3125,131.75,102.9375,6109.0
101,12945,Weekday,5.0,61.5,32.833333333333336,16.666666666666668,11.5,10.166666666666666,19.333333333333332,67.5,239.33333333333334,307.3333333333333,225.16666666666666,229.16666666666666,357.1666666666667,400.8333333333333,476.3333333333333,537.8333333333334,559.3333333333334,626.0,639.6666666666666,537.3333333333334,311.3333333333333,190.66666666666666,145.0,97.16666666666667,70.33333333333333,6169.5
102,12945,Weekend,5.0,63.75,40.0,23.25,18.0,13.25,23.75,68.5,212.0,279.5,239.0,313.75,348.25,419.75,451.25,569.25,537.0,556.75,621.25,594.75,447.0,295.0,148.0,131.5,106.5,6521.0
104,13103,Weekend,5.0,64.75,42.5,21.5,15.5,14.0,14.75,24.0,52.25,134.75,159.25,194.0,399.0,457.25,417.75,331.75,243.0,216.75,166.75,170.25,147.5,123.5,101.0,88.25,70.25,3670.25
103,13103,Weekday,5.0,32.2,16.6,10.4,6.4,8.6,19.8,63.2,258.2,279.8,265.6,278.6,322.6,317.6,367.6,432.4,531.0,750.2,723.6,638.4,306.0,155.0,109.0,90.4,62.6,6045.8
105,13120,Weekday,5.0,155.4,97.2,65.0,57.0,69.4,170.2,431.2,913.8,894.8,693.6,682.6,710.6,735.6,795.6,997.6,1086.0,1083.2,1136.2,982.0,758.8,579.6,447.0,357.2,288.6,14188.2
106,13120,Weekend,5.0,286.5,168.0,112.75,95.75,94.5,117.75,217.5,388.75,524.75,643.75,760.75,822.0,1037.75,1044.0,1049.75,943.75,834.0,711.5,656.75,589.75,504.0,421.5,402.75,350.5,12778.75
107,13133,Weekday,5.0,209.41666666666666,114.66666666666667,75.75,60.583333333333336,106.0,276.5,644.5,1045.6666666666667,1111.25,925.8333333333334,847.0,870.25,897.1666666666666,936.0833333333334,1080.6666666666667,1030.9166666666667,1125.6666666666667,1113.0,1059.4166666666667,993.9166666666666,801.25,654.3333333333334,510.9166666666667,373.8333333333333,16864.583333333332
108,13133,Weekend,5.0,399.0,246.0,162.75,122.125,121.875,144.25,269.25,427.0,542.5,687.75,786.875,881.375,959.125,982.625,945.875,875.0,858.125,808.125,799.75,743.5,660.5,545.5,505.75,405.5,13880.125
109,13277,Weekday,5.0,167.75,82.5,56.75,36.25,48.5,119.25,291.0,696.75,848.25,724.25,719.5,752.0,789.0,807.0,986.75,1180.75,1218.5,1219.0,992.75,805.25,596.75,504.75,395.0,257.5,14295.75
110,13277,Weekend,5.0,241.5,147.0,107.5,83.0,69.5,112.0,235.5,506.5,689.5,675.5,747.5,802.5,798.0,820.0,994.0,1193.0,1149.0,1164.0,932.0,844.0,632.0,520.0,497.0,400.0,14684.0
111,14422,Weekday,5.0,164.9,96.2,61.4,40.5,58.9,131.7,259.3,461.1,513.9,452.2,476.6,466.3,496.9,538.6,603.9,630.7,633.6,625.9,639.0,534.4,409.9,323.0,313.9,295.9,9228.7
112,14422,Weekend,5.0,287.375,194.125,130.875,93.75,73.375,86.0,146.875,242.75,354.25,413.25,523.25,586.0,688.0,705.125,667.25,654.25,651.5,624.25,626.0,550.125,453.0,376.125,330.25,308.375,9766.125
