,Segment ID,day,LBoro,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
497,32706,Weekend,1.0,524.25,476.55,393.35,356.75,302.05,233.85,280.35,311.55,327.55,346.25,381.85,429.6,474.5,476.2,496.3,499.85,494.75,483.1,477.95,481.1,468.3,466.25,477.85,455.05,10115.15
498,32775,Weekday,1.0,562.4,391.6,243.5,176.5,159.9,219.8,415.3,715.1,900.4,952.7,905.1,851.2,868.0,844.2,888.3,855.8,870.9,1014.0,996.1,1045.5,1021.5,966.5,855.7,785.4,17505.4
499,32775,Weekend,1.0,995.8571428571429,940.5714285714286,824.5714285714286,615.5714285714286,348.85714285714283,202.57142857142858,216.57142857142858,288.42857142857144,407.85714285714283,533.0,636.2857142857143,733.1428571428571,793.5714285714286,842.7142857142857,813.8571428571429,825.5714285714286,834.4285714285714,859.8571428571429,959.5714285714286,1001.1428571428571,957.2857142857143,997.0,884.1428571428571,824.1428571428571,17336.571428571428
500,32787,Weekday,1.0,791.1333333333333,533.9333333333333,351.2,258.8,241.13333333333333,334.26666666666665,593.0,906.0,1012.5333333333333,1034.3333333333333,1033.6666666666667,988.8666666666667,1026.8,1008.0666666666667,1021.0666666666667,1014.6666666666666,1013.6666666666666,1036.3333333333333,1134.4,1154.3333333333333,1171.2,1124.2,1069.4666666666667,1050.8666666666666,20903.933333333334
501,32787,Weekend,1.0,1126.909090909091,1037.4545454545455,910.7272727272727,735.0,448.1818181818182,266.8181818181818,266.09090909090907,356.54545454545456,482.72727272727275,613.3636363636364,743.6363636363636,848.9090909090909,930.5454545454545,930.2727272727273,940.7272727272727,940.3636363636364,974.1818181818181,998.0,1007.4545454545455,1068.6363636363637,1044.3636363636363,981.3636363636364,947.5454545454545,914.3636363636364,19514.18181818182
503,32807,Weekend,1.0,442.0,430.59090909090907,412.1818181818182,389.95454545454544,301.8636363636364,199.45454545454547,175.77272727272728,200.13636363636363,235.77272727272728,266.6818181818182,294.27272727272725,319.6363636363636,345.04545454545456,352.04545454545456,366.40909090909093,360.6363636363636,363.09090909090907,365.27272727272725,376.90909090909093,392.09090909090907,390.27272727272725,371.3636363636364,402.40909090909093,382.6818181818182,8136.545454545455
502,32807,Weekday,1.0,331.1333333333333,269.4,214.73333333333332,175.46666666666667,161.43333333333334,190.73333333333332,253.73333333333332,325.46666666666664,357.1,363.56666666666666,369.0,350.4,358.0,358.6333333333333,365.3,382.3333333333333,366.5,359.0,380.1666666666667,404.8666666666667,397.5,395.3333333333333,413.76666666666665,400.93333333333334,7944.5
504,32932,Weekday,1.0,658.55,502.9,341.35,263.0,245.25,308.45,455.95,621.9,725.2,721.6,730.65,725.2,733.7,718.45,739.85,743.55,721.6,763.2,795.7,845.4,879.25,839.55,780.7,810.15,15671.1
505,32932,Weekend,1.0,940.9285714285714,878.6428571428571,897.2142857142857,849.6428571428571,536.4285714285714,334.64285714285717,340.42857142857144,409.7142857142857,472.0,525.6428571428571,597.7142857142857,676.6428571428571,745.4285714285714,778.7142857142857,734.3571428571429,741.4285714285714,722.2857142857143,760.5714285714286,826.0,901.0714285714286,880.8571428571429,821.2857142857143,750.0,723.5,16845.14285714286
506,33012,Weekday,1.0,1061.2,697.1,429.1,325.2,264.9,344.6,722.0,1063.4,1165.1,1087.5,1073.0,1053.0,1151.4,1143.4,1208.1,1207.1,1207.2,1248.2,1446.0,1496.1,1507.1,1386.4,1425.5,1421.7,25134.3
507,33012,Weekend,1.0,1552.7142857142858,1501.5714285714287,1358.4285714285713,1064.7142857142858,685.8571428571429,397.42857142857144,375.7142857142857,494.2857142857143,657.1428571428571,903.7142857142857,1131.5714285714287,1228.7142857142858,1312.0,1277.2857142857142,1358.0,1435.2857142857142,1445.0,1295.142857142857,1400.2857142857142,1469.857142857143,1490.7142857142858,1359.7142857142858,1325.0,1275.142857142857,27795.285714285714
508,33018,Weekday,1.0,882.7,576.8,386.3,289.3,270.6,392.9,783.5,1147.1,1277.4,1222.9,1139.8,1126.1,1101.5,961.3,1034.0,1126.3,1150.1,1226.3,1385.3,1418.3,1449.1,1395.8,1301.5,1219.8,24264.7
509,33018,Weekend,1.0,1315.75,1169.0,925.375,696.625,432.0,316.25,374.5,479.25,648.25,820.875,957.375,1075.0,1139.75,1171.0,1040.5,1149.25,1219.5,1265.625,1340.375,1333.5,1302.75,1269.75,1196.0,1117.75,23756.0
511,33121,Weekend,1.0,1481.909090909091,1486.1818181818182,1429.8181818181818,1138.1818181818182,726.3636363636364,468.0,574.0909090909091,637.2727272727273,653.7272727272727,751.6363636363636,838.0909090909091,931.6363636363636,1060.090909090909,1134.0,1147.2727272727273,1137.7272727272727,1116.8181818181818,1133.6363636363637,1256.4545454545455,1345.2727272727273,1279.4545454545455,1247.7272727272727,1230.1818181818182,1152.1818181818182,25357.727272727272
510,33121,Weekday,1.0,811.6,590.1333333333333,430.6,335.0,368.4,521.4,812.4666666666667,1060.1333333333334,1145.0,1143.9333333333334,1172.5333333333333,1094.8666666666666,1104.8666666666666,1090.7333333333333,1133.1333333333334,1071.8,999.4666666666667,1119.8666666666666,1174.4,1285.8,1287.3333333333333,1223.8,1150.5333333333333,1121.8,23249.6
512,33186,Weekday,1.0,526.0,336.9,239.1,195.3,220.3,407.8,701.9,996.2,1046.4,982.1,929.2,980.5,906.7,890.9,921.8,947.1,879.2,1017.6,1102.8,1042.0,1004.5,951.5,927.3,842.7,18995.8
513,33186,Weekend,1.0,886.375,850.5,719.875,451.375,279.125,251.75,291.125,408.75,487.5,609.5,742.625,744.0,854.5,828.625,864.75,876.25,885.125,906.5,915.125,975.25,963.25,912.375,914.0,833.375,17451.625
514,33255,Weekday,1.0,149.4,118.65,74.7,61.55,62.0,91.3,120.25,153.55,216.95,191.4,185.45,184.7,202.0,211.5,207.35,193.5,190.4,197.3,205.75,217.55,242.0,236.3,221.9,217.75,4153.2
515,33255,Weekend,1.0,306.125,264.9375,208.875,160.1875,97.625,76.0,80.5,103.3125,127.1875,126.25,140.4375,137.6875,164.3125,181.9375,168.0625,152.8125,145.1875,159.75,178.0,202.75,215.8125,202.0,197.1875,201.625,3998.5625
516,33305,Weekday,1.0,1102.2,817.6666666666666,573.4,447.06666666666666,442.4,580.6666666666666,871.2,1205.6666666666667,1260.0,1210.2666666666667,1235.2666666666667,1243.2666666666667,1203.2,1268.6666666666667,1297.5333333333333,1292.6,1249.2,1276.3333333333333,1370.2,1411.0666666666666,1477.9333333333334,1516.5333333333333,1418.6666666666667,1339.8666666666666,27110.866666666665
517,33305,Weekend,1.0,1558.5454545454545,1462.4545454545455,1371.3636363636363,1180.3636363636363,884.0,601.2727272727273,557.8181818181819,693.7272727272727,776.0909090909091,935.0,1043.3636363636363,1157.090909090909,1166.5454545454545,1216.090909090909,1290.4545454545455,1317.909090909091,1290.2727272727273,1323.909090909091,1396.6363636363637,1426.5454545454545,1429.1818181818182,1375.7272727272727,1283.7272727272727,1190.0,27928.090909090908
519,33411,Weekend,1.0,651.625,551.875,424.0,393.875,285.5,179.5,238.625,282.25,362.875,450.0,515.875,579.625,633.25,668.625,700.625,654.25,691.125,703.125,715.625,692.625,640.0,525.625,520.875,534.75,12596.125
518,33411,Weekday,1.0,287.5833333333333,203.58333333333334,126.58333333333333,122.91666666666667,128.58333333333334,241.5,448.0,700.75,901.0833333333334,963.5833333333334,866.75,793.4166666666666,768.8333333333334,712.4166666666666,695.5,680.75,649.75,639.9166666666666,693.4166666666666,698.6666666666666,623.0833333333334,548.8333333333334,523.3333333333334,489.3333333333333,13508.166666666666
521,33413,Weekend,1.0,904.5,691.5,569.875,438.25,355.0,289.0,393.125,476.125,663.375,787.5,879.25,977.875,1069.875,1090.75,1066.375,1059.75,1048.625,1052.875,1076.375,1034.75,963.5,903.125,881.5,811.625,19484.5
520,33413,Weekday,1.0,513.4,367.3,304.1,261.9,271.0,445.9,760.3,1001.5,1134.3,1134.4,1135.1,1005.3,992.8,930.9,982.8,920.6,906.2,928.6,1030.8,971.6,948.3,940.0,939.1,828.6,19654.8
522,33471,Weekday,1.0,772.2,578.8,397.46666666666664,338.4,306.3333333333333,390.6,653.2666666666667,960.4,1186.4,1191.8666666666666,1196.6666666666667,1247.4,1289.9333333333334,1273.1333333333334,1431.1333333333334,1442.1333333333334,1412.0666666666666,1462.5333333333333,1491.4,1409.1333333333334,1336.7333333333333,1267.8,1208.9333333333334,1078.6,25323.333333333332
523,33471,Weekend,1.0,1256.75,1102.25,970.6666666666666,854.9166666666666,694.0833333333334,450.6666666666667,363.0,457.8333333333333,598.6666666666666,757.9166666666666,911.8333333333334,1032.4166666666667,1218.8333333333333,1313.5,1367.0833333333333,1476.25,1445.1666666666667,1436.0833333333333,1417.25,1369.4166666666667,1299.4166666666667,1237.6666666666667,1225.3333333333333,1138.5833333333333,25395.583333333332
524,33547,Weekday,1.0,957.3,695.0,528.2,455.6,431.1,636.6,1207.4,1585.6,1688.8,1705.1,1761.2,1655.0,1617.7,1509.8,1496.8,1477.2,1369.8,1263.9,1511.7,1540.6,1495.8,1437.5,1396.4,1289.1,30713.2
525,33547,Weekend,1.0,1461.0,1349.7142857142858,1242.4285714285713,1061.4285714285713,740.2857142857143,433.14285714285717,529.1428571428571,686.2857142857143,903.8571428571429,1125.2857142857142,1283.857142857143,1431.4285714285713,1509.857142857143,1559.5714285714287,1576.857142857143,1582.142857142857,1538.2857142857142,1445.7142857142858,1566.2857142857142,1562.142857142857,1608.142857142857,1417.142857142857,1276.5714285714287,1156.857142857143,30047.428571428572
526,33615,Weekday,1.0,368.85714285714283,227.5,197.42857142857142,177.07142857142858,183.57142857142858,267.2857142857143,412.07142857142856,578.3571428571429,649.6428571428571,747.7857142857143,719.8571428571429,645.9285714285714,659.6428571428571,651.7142857142857,735.9285714285714,684.2857142857143,653.5714285714286,637.8571428571429,644.1428571428571,678.2142857142857,715.9285714285714,668.6428571428571,680.0,570.6428571428571,13155.92857142857
527,33615,Weekend,1.0,528.125,438.625,257.25,306.75,251.75,183.375,237.375,306.25,402.75,498.5,558.75,634.125,690.375,755.0,732.0,790.625,780.0,822.75,748.875,725.875,698.875,584.5,583.625,566.125,13082.25
528,33645,Weekday,1.0,815.7,625.2,451.6,373.2,338.5,455.3,705.3,970.5,1193.7,1266.2,1201.0,1222.2,1177.4,1167.0,1225.7,1310.2,1303.1,1356.1,1274.7,1220.2,1183.2,1133.0,1032.4,995.7,23997.1
529,33645,Weekend,1.0,1236.5714285714287,1143.2857142857142,975.7142857142857,859.1428571428571,658.0,412.0,410.57142857142856,512.1428571428571,659.4285714285714,803.2857142857143,894.1428571428571,986.8571428571429,993.4285714285714,1061.857142857143,1080.5714285714287,1063.7142857142858,1045.7142857142858,1003.2857142857143,1137.7142857142858,1151.857142857143,1121.857142857143,1135.142857142857,1065.5714285714287,988.7142857142857,22400.571428571428
530,33652,Weekday,1.0,1102.0,911.0,655.6,523.3,465.4,618.3,1023.4,1253.6,1249.7,1259.3,1235.6,1190.0,1225.7,1290.1,1277.2,1308.0,1332.2,1342.0,1404.6,1433.7,1469.6,1397.4,1354.0,1305.3,27627.0
531,33652,Weekend,1.0,1309.4285714285713,1318.857142857143,1224.142857142857,1014.2857142857143,817.0,589.8571428571429,577.2857142857143,669.7142857142857,832.8571428571429,993.2857142857143,1165.7142857142858,1219.857142857143,1185.857142857143,1217.857142857143,1243.7142857142858,1277.142857142857,1233.0,1242.0,1291.4285714285713,1301.0,1335.857142857143,1312.142857142857,1277.5714285714287,1196.5714285714287,26846.428571428572
532,33758,Weekday,1.0,1102.0,753.9,591.9,500.7,533.8,869.5,1557.8,1907.8,1967.6,1969.5,1976.2,1912.0,1822.7,1775.7,1869.4,1908.5,1658.9,1585.2,1683.6,1721.0,1834.0,1758.0,1718.3,1458.3,36436.3
533,33758,Weekend,1.0,1794.4285714285713,1461.4285714285713,1220.4285714285713,1000.7142857142857,858.4285714285714,656.8571428571429,758.5714285714286,972.2857142857143,1255.2857142857142,1612.5714285714287,1850.7142857142858,1948.857142857143,1944.142857142857,2020.0,2040.142857142857,2013.2857142857142,2033.5714285714287,2086.8571428571427,2083.5714285714284,2034.0,2010.5714285714287,1858.857142857143,1781.857142857143,1530.857142857143,38828.28571428572
534,33760,Weekday,1.0,369.73333333333335,237.4,171.26666666666668,146.46666666666667,184.46666666666667,330.46666666666664,469.2,678.8,799.8,832.5333333333333,797.2,790.8,773.2,824.0666666666667,818.2666666666667,832.3333333333334,767.3333333333334,809.5333333333333,924.0666666666667,903.3333333333334,833.6,805.4666666666667,777.3333333333334,618.1333333333333,15494.8
535,33760,Weekend,1.0,744.4166666666666,562.8333333333334,398.0833333333333,349.4166666666667,242.25,202.66666666666666,261.6666666666667,374.9166666666667,561.8333333333334,693.8333333333334,733.9166666666666,743.3333333333334,814.4166666666666,878.4166666666666,877.75,872.25,869.5,813.6666666666666,815.75,818.4166666666666,745.0,674.75,686.75,602.5833333333334,15338.416666666666
537,33848,Weekend,1.0,1477.3636363636363,1409.4545454545455,1265.1818181818182,1079.7272727272727,860.7272727272727,660.2727272727273,690.3636363636364,903.5454545454545,1117.6363636363637,1266.1818181818182,1496.090909090909,1564.0,1585.6363636363637,1597.909090909091,1585.8181818181818,1598.7272727272727,1526.7272727272727,1486.2727272727273,1592.2727272727273,1546.1818181818182,1525.1818181818182,1546.090909090909,1454.8181818181818,1366.6363636363637,32202.81818181818
536,33848,Weekday,1.0,1252.6,851.2666666666667,635.7333333333333,543.1333333333333,547.0,685.8,1123.2666666666667,1466.5333333333333,1534.4666666666667,1567.0,1490.7333333333333,1503.6,1533.3333333333333,1569.3333333333333,1620.9333333333334,1533.1333333333334,1575.4,1621.9333333333334,1754.9333333333334,1740.3333333333333,1748.5333333333333,1687.8666666666666,1646.8666666666666,1578.5333333333333,32812.26666666667
538,33850,Weekday,1.0,1245.2857142857142,946.2857142857143,673.1428571428571,563.5714285714286,520.5714285714286,609.0,1039.5714285714287,1238.142857142857,1390.2857142857142,1453.4285714285713,1457.5714285714287,1485.857142857143,1522.857142857143,1575.857142857143,1685.857142857143,1631.5714285714287,1577.7142857142858,1601.0,1765.142857142857,1777.7142857142858,1780.2857142857142,1726.142857142857,1826.7142857142858,1678.142857142857,32771.71428571428
539,33850,Weekend,1.0,1705.75,1519.75,913.25,1148.0,902.75,613.0,638.0,792.0,1052.0,1253.5,1376.75,1604.25,1684.5,1731.25,1702.75,1749.5,1812.5,1737.25,1757.75,1793.5,1810.0,1810.5,1699.75,1541.0,34349.25
540,33879,Weekday,1.0,158.8,123.2,80.2,54.6,46.7,58.8,121.7,153.6,195.7,213.5,235.0,257.9,246.1,245.2,244.3,239.5,240.3,233.3,254.5,239.8,226.4,205.4,195.4,194.6,4464.5
541,33879,Weekend,1.0,265.42857142857144,243.71428571428572,254.85714285714286,192.14285714285714,125.28571428571429,68.28571428571429,88.57142857142857,119.85714285714286,167.0,202.42857142857142,213.0,215.0,235.14285714285714,232.14285714285714,246.57142857142858,242.14285714285714,224.14285714285714,227.42857142857142,220.0,223.85714285714286,219.14285714285714,231.71428571428572,197.71428571428572,192.71428571428572,4848.285714285715
542,33886,Weekday,1.0,1024.6666666666667,698.6,461.93333333333334,352.6,292.06666666666666,388.73333333333335,765.2666666666667,1166.5333333333333,1320.0,1285.7333333333333,1205.3333333333333,1164.4666666666667,1189.3333333333333,1152.7333333333333,1205.8666666666666,1229.0666666666666,1228.5333333333333,1204.6,1318.8,1470.8,1523.4666666666667,1498.3333333333333,1411.1333333333334,1365.2666666666667,25923.866666666665
543,33886,Weekend,1.0,1407.2727272727273,1307.1818181818182,1063.909090909091,783.7272727272727,491.72727272727275,360.3636363636364,389.45454545454544,508.1818181818182,688.6363636363636,894.5454545454545,1024.1818181818182,1120.7272727272727,1119.8181818181818,1164.7272727272727,1186.0,1149.3636363636363,1195.0,1279.6363636363637,1418.090909090909,1418.4545454545455,1398.7272727272727,1374.909090909091,1322.3636363636363,1218.090909090909,25285.090909090908
545,33891,Weekend,1.0,312.72727272727275,319.09090909090907,271.3636363636364,205.54545454545453,140.0,108.0909090909091,145.0,190.72727272727272,259.45454545454544,293.6363636363636,343.27272727272725,363.6363636363636,356.09090909090907,372.1818181818182,374.90909090909093,365.0,363.6363636363636,348.8181818181818,357.27272727272725,338.45454545454544,356.45454545454544,358.72727272727275,318.54545454545456,280.27272727272725,7142.909090909091
544,33891,Weekday,1.0,220.4,163.33333333333334,108.86666666666666,77.86666666666666,80.06666666666666,127.26666666666667,231.6,364.26666666666665,453.53333333333336,430.73333333333335,414.1333333333333,397.8,387.3333333333333,387.53333333333336,395.4,427.06666666666666,427.6666666666667,420.8,425.1333333333333,382.46666666666664,354.4,309.0,298.73333333333335,293.4,7578.8
546,33968,Weekday,1.0,1058.8333333333333,776.25,593.0833333333334,535.0833333333334,566.25,834.1666666666666,1199.9166666666667,1320.0,1211.25,1166.75,1134.5,1194.6666666666667,1158.9166666666667,1212.9166666666667,1258.5,1247.5,1194.4166666666667,1194.3333333333333,1258.6666666666667,1254.8333333333333,1264.25,1257.9166666666667,1352.6666666666667,1337.75,26583.416666666668
547,33968,Weekend,1.0,1255.625,1107.25,785.375,839.375,746.125,642.125,699.0,831.125,947.5,1085.0,1147.875,1243.625,1280.75,1284.25,1335.125,1321.25,1224.625,1251.0,1251.125,1248.625,1324.0,1299.125,1213.375,1334.625,26697.875
548,34000,Weekday,1.0,389.93333333333334,246.33333333333334,148.93333333333334,120.2,131.06666666666666,224.53333333333333,450.4,691.5333333333333,733.8666666666667,728.8666666666667,731.3333333333334,768.8666666666667,758.9333333333333,775.4666666666667,760.4,710.6,716.6666666666666,708.7333333333333,710.8,734.5333333333333,744.0666666666667,766.6666666666666,678.4,583.2,14014.333333333334
549,34000,Weekend,1.0,694.7272727272727,580.2727272727273,525.0,440.54545454545456,259.1818181818182,142.8181818181818,162.9090909090909,224.54545454545453,284.45454545454544,411.8181818181818,510.72727272727275,543.6363636363636,607.8181818181819,614.0909090909091,630.0909090909091,601.5454545454545,621.8181818181819,660.6363636363636,664.6363636363636,722.8181818181819,694.9090909090909,689.0,627.6363636363636,534.9090909090909,12450.545454545454
550,34013,Weekday,1.0,166.5,84.8,52.8,35.9,39.1,83.0,226.3,291.8,321.9,329.2,338.8,351.2,343.8,349.3,340.4,394.2,370.9,402.2,440.4,423.7,373.8,372.5,339.0,259.2,6730.7
551,34013,Weekend,1.0,309.42857142857144,293.2857142857143,217.14285714285714,138.57142857142858,101.0,81.28571428571429,133.85714285714286,171.71428571428572,216.71428571428572,261.2857142857143,297.7142857142857,338.7142857142857,350.42857142857144,353.57142857142856,383.42857142857144,411.57142857142856,427.85714285714283,420.85714285714283,446.2857142857143,453.7142857142857,417.14285714285717,384.42857142857144,343.7142857142857,273.7142857142857,7227.428571428572
552,34073,Weekday,1.0,1065.1333333333334,892.2,656.3333333333334,498.1333333333333,484.6666666666667,570.2666666666667,1058.4,1403.2,1513.8666666666666,1539.1333333333334,1400.0666666666666,1415.9333333333334,1430.5333333333333,1457.8666666666666,1496.3333333333333,1533.9333333333334,1509.4666666666667,1414.5333333333333,1456.8666666666666,1477.9333333333334,1430.9333333333334,1341.7333333333333,1352.4,1302.0,29701.866666666665
553,34073,Weekend,1.0,1276.8181818181818,1168.4545454545455,1062.090909090909,900.0909090909091,715.0909090909091,559.6363636363636,570.0909090909091,770.6363636363636,944.4545454545455,1097.4545454545455,1195.3636363636363,1280.3636363636363,1332.7272727272727,1326.1818181818182,1367.7272727272727,1393.6363636363637,1383.1818181818182,1389.4545454545455,1409.4545454545455,1330.6363636363637,1325.1818181818182,1341.3636363636363,1361.5454545454545,1366.2727272727273,27867.909090909092
554,34124,Weekday,1.0,744.2666666666667,485.1333333333333,337.8666666666667,287.73333333333335,293.06666666666666,456.6,830.3333333333334,1173.6666666666667,1283.4666666666667,1277.6666666666667,1245.6,1203.9333333333334,1192.8,1198.8666666666666,1202.3333333333333,1228.0,1291.6666666666667,1329.6,1445.2666666666667,1474.7333333333333,1319.6,1294.5333333333333,1318.3333333333333,1151.8,25066.866666666665
555,34124,Weekend,1.0,1002.8333333333334,931.0,781.0,592.5,425.0,330.0,430.25,653.3333333333334,857.8333333333334,1045.1666666666667,1145.8333333333333,1245.3333333333333,1232.5833333333333,1252.6666666666667,1261.25,1258.25,1244.3333333333333,1215.3333333333333,1265.6666666666667,1269.5,1185.5,1064.25,1037.6666666666667,909.3333333333334,23636.416666666668
557,34170,Weekend,1.0,549.8571428571429,389.42857142857144,288.0,232.14285714285714,183.85714285714286,152.85714285714286,214.71428571428572,259.0,365.85714285714283,452.2857142857143,515.1428571428571,570.4285714285714,619.2857142857143,623.1428571428571,588.5714285714286,580.1428571428571,575.0,575.7142857142857,632.5714285714286,586.4285714285714,561.2857142857143,548.4285714285714,535.2857142857143,503.42857142857144,11102.857142857143
556,34170,Weekday,1.0,318.1,189.6,122.9,94.9,123.9,222.4,424.3,570.1,585.3,629.2,608.0,609.8,607.5,637.4,674.7,692.3,692.6,668.0,720.0,723.5,701.7,676.1,628.1,518.4,12438.8
559,34178,Weekend,1.0,380.3333333333333,333.6666666666667,251.75,209.25,207.58333333333334,171.58333333333334,236.08333333333334,291.1666666666667,366.9166666666667,415.25,458.4166666666667,498.5,517.6666666666666,525.8333333333334,527.9166666666666,511.3333333333333,511.8333333333333,492.9166666666667,474.75,469.0833333333333,449.5,446.75,427.75,400.6666666666667,9576.5
558,34178,Weekday,1.0,311.17857142857144,215.78571428571428,153.96428571428572,143.67857142857142,194.53571428571428,322.57142857142856,500.57142857142856,568.5714285714286,607.8214285714286,611.2142857142857,603.7857142857143,611.2857142857143,595.8571428571429,599.1785714285714,614.75,609.3571428571429,549.2142857142857,519.6071428571429,514.8928571428571,511.57142857142856,492.64285714285717,475.10714285714283,446.82142857142856,407.75,11181.714285714286
560,34188,Weekday,1.0,1261.5555555555557,884.4444444444445,659.2222222222222,561.7777777777778,587.7777777777778,804.5555555555555,1441.4444444444443,1923.3333333333333,1824.5555555555557,1754.6666666666667,1670.888888888889,1624.888888888889,1650.6666666666667,1665.888888888889,1740.3333333333333,1716.2222222222222,1777.2222222222222,1766.5555555555557,1791.111111111111,1744.4444444444443,1719.0,1703.6666666666667,1685.0,1530.888888888889,35490.11111111111
561,34188,Weekend,1.0,1393.625,1255.125,1102.25,989.5,845.75,623.875,639.25,779.5,921.375,1102.875,1238.375,1373.0,1456.0,1515.75,1578.375,1609.25,1593.125,1623.25,1597.125,1609.375,1515.875,1477.5,1467.625,1328.875,30636.625
562,34243,Weekday,1.0,379.7,253.5,167.6,149.4,163.1,232.1,462.7,701.4,800.4,736.7,786.6,754.8,768.9,759.1,772.1,815.0,839.9,874.1,906.8,825.8,722.9,760.9,712.3,537.8,14883.6
563,34243,Weekend,1.0,544.875,399.125,226.125,266.375,211.125,176.75,208.875,304.0,404.625,569.5,664.5,686.5,789.75,774.5,825.375,803.75,784.375,787.0,811.0,777.875,682.75,665.25,598.25,563.25,13525.5
564,34257,Weekday,1.0,326.3333333333333,200.13333333333333,132.33333333333334,97.8,113.4,184.2,370.93333333333334,602.0,656.9333333333333,684.5333333333333,696.0,695.0,689.1333333333333,664.3333333333334,701.3333333333334,738.5333333333333,720.6,804.9333333333333,839.8666666666667,792.2666666666667,691.0666666666667,682.2,665.6666666666666,524.4,13273.933333333332
565,34257,Weekend,1.0,501.3333333333333,383.8333333333333,278.8333333333333,234.5,198.58333333333334,146.5,184.16666666666666,273.5,350.9166666666667,483.5833333333333,602.9166666666666,632.6666666666666,663.4166666666666,658.6666666666666,695.75,704.8333333333334,693.1666666666666,662.6666666666666,643.6666666666666,617.6666666666666,583.9166666666666,534.9166666666666,550.8333333333334,485.3333333333333,11766.166666666666
566,34402,Weekday,1.0,29.9,16.2,9.8,8.1,16.25,43.85,121.65,205.15,269.95,274.0,237.45,213.75,220.35,224.15,230.95,255.5,303.05,329.6,317.3,248.55,151.6,106.05,89.0,64.6,3986.75
567,34402,Weekend,1.0,48.875,25.75,16.375,11.1875,17.0625,33.3125,76.6875,95.6875,131.4375,146.875,184.9375,213.3125,239.4375,253.0625,260.8125,232.875,229.375,229.0,231.5,202.0625,156.0,125.125,103.0,80.875,3344.625
568,34408,Weekday,1.0,103.05,61.95,42.85,36.05,57.35,99.45,170.2,314.5,428.0,487.2,439.95,479.3,474.15,489.15,489.5,548.85,585.5,608.3,595.35,551.4,387.5,299.15,269.3,212.0,8230.0
569,34408,Weekend,1.0,165.0,109.0625,80.375,61.9375,68.625,64.5,116.0625,184.1875,272.0,332.5,395.0,448.6875,452.6875,484.9375,494.8125,470.0,444.5,416.3125,438.375,393.625,324.1875,264.375,231.375,182.4375,6895.5625
570,34512,Weekday,1.0,495.93333333333334,351.93333333333334,247.93333333333334,214.33333333333334,251.0,379.6,634.0666666666667,850.4,876.0666666666667,834.7333333333333,872.0666666666667,861.3333333333334,897.4666666666667,890.4666666666667,941.7333333333333,1013.8666666666667,1036.7333333333333,1064.3333333333333,1125.4,1081.4666666666667,999.7333333333333,914.0666666666667,874.9333333333333,731.7333333333333,18441.333333333332
571,34512,Weekend,1.0,713.5454545454545,535.8181818181819,431.0,366.6363636363636,297.09090909090907,262.1818181818182,339.1818181818182,467.45454545454544,614.0,754.9090909090909,838.7272727272727,888.5454545454545,878.3636363636364,880.1818181818181,898.3636363636364,941.4545454545455,914.9090909090909,917.2727272727273,935.4545454545455,867.6363636363636,822.8181818181819,751.2727272727273,708.8181818181819,611.0909090909091,16636.727272727272
572,34607,Weekday,1.0,125.4,81.66666666666667,53.0,46.53333333333333,58.8,94.8,181.06666666666666,227.76666666666668,275.8666666666667,224.6,237.36666666666667,249.36666666666667,248.3,250.83333333333334,259.43333333333334,270.06666666666666,270.0,270.6666666666667,274.8333333333333,269.96666666666664,263.1666666666667,247.16666666666666,210.2,188.43333333333334,4879.3
573,34607,Weekend,1.0,273.9166666666667,252.70833333333334,212.875,168.95833333333334,115.08333333333333,89.08333333333333,100.70833333333333,130.66666666666666,148.20833333333334,183.75,205.375,218.70833333333334,228.83333333333334,256.375,256.5833333333333,259.125,250.58333333333334,245.70833333333334,255.625,267.875,268.625,252.45833333333334,246.125,219.04166666666666,5107.0
574,34654,Weekday,1.0,880.9,553.2,377.8,299.4,347.4,560.7,1057.6,1507.1,1619.6,1542.0,1523.0,1485.3,1348.6,1432.5,1527.3,1576.7,1548.6,1474.2,1456.6,1477.2,1381.2,1296.6,1241.7,1192.2,28707.4
575,34654,Weekend,1.0,1378.4285714285713,1426.5714285714287,1230.2857142857142,1092.5714285714287,782.1428571428571,498.7142857142857,673.7142857142857,892.2857142857143,839.2857142857143,904.8571428571429,1003.4285714285714,1057.0,1181.0,1201.5714285714287,1316.5714285714287,1341.5714285714287,1252.0,1252.857142857143,1241.857142857143,1365.0,1370.142857142857,1208.0,1217.0,1237.0,26963.85714285714
577,34656,Weekend,1.0,1618.75,1533.625,1356.0,1072.375,826.125,529.625,582.375,846.875,900.625,945.875,1050.125,1083.5,1238.5,1299.125,1378.25,1526.125,1585.75,1566.0,1647.375,1699.375,1601.25,1417.875,1336.5,1287.125,29929.125
