,Roadway Name,From,To,day,LBoro,Segment ID,LZip,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
3293,Northern Blvd,90 Street,91 Street,Weekend,4,76617,11372,418.0,319.7,254.4,224.3,241.8,213.9,261.0,384.7,493.3,576.6,654.0,708.0,689.125,714.0,771.5,739.875,761.25,723.25,763.375,682.75,642.125,579.375,481.625,414.75,12418.625
423,34 Ave,91 Street,92 Street,Weekday,4,76623,11372,80.5,57.75,39.875,35.0,61.0,68.625,159.125,359.25,395.5,296.25,260.125,298.125,284.6666666666667,310.6666666666667,372.0,427.8333333333333,465.8333333333333,472.1666666666667,437.8333333333333,363.0,297.3333333333333,245.16666666666666,193.66666666666666,152.16666666666666,6109.5
426,34 Ave,91 Street,92 Street,Weekend,4,76623,11372,166.25,130.0,101.0,87.25,124.0,91.75,89.25,116.25,177.25,210.0,278.25,302.0,373.75,406.0,436.25,440.0,445.75,431.75,401.0,373.5,324.5,279.25,224.25,177.5,6186.75
4326,Whitney Ave,Aske Street,Roosevelt Avenue,Weekday,4,76719,11373,25.6,20.0,18.0,19.8,29.0,34.7,63.5,104.3,87.1,70.4,78.1,79.1,88.0,81.8,85.9,100.1,91.3,107.0,100.1,97.5,80.4,58.2,51.6,39.3,1610.8
4327,Whitney Ave,Aske Street,Roosevelt Avenue,Weekend,4,76719,11373,46.75,45.875,34.625,42.125,45.375,42.375,39.75,52.625,55.125,77.25,76.25,91.25,96.125,104.75,110.625,102.75,93.5,95.625,112.875,104.875,88.0,81.0,70.25,67.0,1776.75
3701,Roosevelt Ave,93 Street,Whitney Avenue,Weekday,4,76740,11372,200.6,155.6,147.9,151.6,204.6,229.4,333.2,482.3,481.8,449.3,444.2,492.3,477.1,490.6,497.9,519.9,501.8,521.4,536.0,478.9,443.2,363.4,320.7,267.0,9190.7
3702,Roosevelt Ave,93 Street,Whitney Avenue,Weekend,4,76740,11372,363.625,303.0,273.0,263.125,295.375,276.75,275.0,322.875,354.875,434.125,484.875,509.125,516.375,539.0,500.625,555.0,585.125,541.625,534.0,533.0,472.125,434.625,397.875,369.625,10134.75
581,59 Ave,92 St,94 St,Weekday,4,81591,11373,70.2,36.6,23.6,17.0,24.8,53.4,183.6,265.4,246.2,231.0,250.6,285.8,325.6,338.2,317.6,354.8,352.0,419.6,396.2,500.2,387.4,306.2,233.4,146.2,5765.6
582,59 Ave,92 St,94 St,Weekend,4,81591,11373,138.25,75.25,49.5,49.75,40.0,33.25,60.5,90.25,140.0,219.75,280.25,344.25,395.25,418.25,439.25,456.25,476.25,480.25,465.75,445.5,412.75,348.25,274.0,180.25,6313.0
583,59 Ave,92 Street,94 Street,Weekday,4,81591,11373,77.25,44.5,32.5,28.25,36.5,75.25,198.75,317.5,324.25,280.0,267.75,285.75,320.3333333333333,315.3333333333333,350.6666666666667,388.0,384.0,467.0,403.6666666666667,369.3333333333333,317.0,300.3333333333333,201.0,147.66666666666666,5948.666666666667
584,59 Ave,92 Street,94 Street,Weekend,4,81591,11373,144.0,107.0,67.5,62.5,73.5,81.5,69.0,95.5,129.0,202.0,252.0,299.0,361.5,405.0,448.5,451.0,487.5,489.5,487.0,436.0,352.5,257.5,212.0,133.0,6103.5
585,59 Ave,94 Street,92 Street,Weekday,4,81591,11373,83.2,50.4,38.6,31.6,40.2,87.4,234.6,302.8,316.4,279.4,301.8,316.4,334.8,365.0,389.8,422.8,437.2,504.0,476.6,358.8,327.2,318.8,222.6,149.6,6390.0
586,59 Ave,94 Street,92 Street,Weekend,4,81591,11373,162.25,107.5,86.0,72.0,73.75,69.5,109.25,149.25,201.75,255.25,282.25,357.25,382.5,496.0,522.0,537.5,542.75,518.0,576.5,522.5,448.75,351.25,248.75,183.75,7256.25
1657,Corona Ave,Alstyne Avenue,94 Street,Weekday,4,81633,11373,111.9,70.5,51.6,50.8,75.3,101.0,199.3,345.1,354.9,302.7,299.2,320.0,327.7,331.3,380.2,407.7,399.0,425.5,411.8,365.3,311.0,251.6,223.2,173.6,6290.2
1658,Corona Ave,Alstyne Avenue,94 Street,Weekend,4,81633,11373,188.5,136.0,94.5,78.5,122.0,123.5,136.5,202.5,256.5,301.0,357.0,386.0,,,,,,,,,,,,,
1653,Corona Ave,94 St,Junction Blvd,Weekday,4,81637,11373,119.3,67.1,47.1,46.5,75.8,128.5,210.8,315.3,291.6,258.4,281.6,258.8,280.3,313.0,319.8,307.1,310.0,350.1,314.2,290.6,258.8,220.6,196.2,153.5,5415.0
1654,Corona Ave,94 St,Junction Blvd,Weekend,4,81637,11373,186.5,142.5,114.75,91.75,111.25,96.125,118.0,166.5,206.875,273.375,314.25,324.875,339.375,346.375,329.5,346.25,329.75,337.0,328.0,315.25,286.875,247.0,216.25,182.25,5750.625
1655,Corona Ave,94 Street,Junction Boulevard,Weekday,4,81637,11373,109.5,81.0,53.7,41.7,73.7,110.9,230.4,366.3,382.1,309.0,334.6,350.4,342.1,350.1,393.5,418.1,435.8,478.5,446.7,411.9,341.2,256.1,220.0,168.5,6705.8
1656,Corona Ave,94 Street,Junction Boulevard,Weekend,4,81637,11373,218.0,152.625,129.875,108.125,128.125,135.0,151.625,202.75,242.625,320.75,361.375,374.0,426.375,456.25,461.5,439.25,429.125,408.0,438.75,425.0,372.875,335.25,269.125,211.75,7198.125
611,63 Drive,Austin Street,Wetherole Street,Weekday,4,81694,11374,60.45,30.45,21.65,15.8,22.6,58.25,162.2,332.9,367.85,301.7,295.75,303.2,311.0,316.75,350.45,358.1,369.1,404.8,373.95,332.45,249.6,191.25,156.3,101.4,5487.95
612,63 Drive,Austin Street,Wetherole Street,Weekend,4,81694,11374,98.1875,61.6875,43.3125,33.4375,32.3125,28.375,54.0,100.1875,179.375,216.375,267.625,283.5625,311.125,308.0625,286.9375,283.5,287.1875,295.125,281.0625,284.875,261.375,203.0625,160.375,119.0,4480.125
2692,Junction Blvd,Horace Harding Expressway,62 Drive,Weekday,4,81722,11374,88.7,55.7,31.6,24.6,29.4,65.0,137.6,246.2,296.7,284.0,300.5,327.0,342.0,353.6,376.0,415.5,418.8,448.3,431.2,407.5,359.2,300.9,229.1,153.0,6122.1
2693,Junction Blvd,Horace Harding Expressway,62 Drive,Weekend,4,81722,11374,167.125,113.25,79.625,60.125,53.75,54.5,63.125,84.875,130.125,198.625,284.125,339.875,400.375,400.375,431.875,463.25,483.625,465.75,468.75,459.75,408.375,304.25,258.5,193.75,6367.75
2694,Junction Blvd,Long Island Expressway,62 Drive,Weekday,4,81722,11374,98.9,48.3,31.8,30.1,44.3,88.0,195.3,298.8,334.3,328.2,327.2,345.3,381.8,366.9,372.9,410.6,424.1,444.3,417.3,422.9,369.2,290.9,208.2,154.5,6434.1
2695,Junction Blvd,Long Island Expressway,62 Drive,Weekend,4,81722,11374,157.375,100.625,68.25,52.75,60.875,59.375,85.5,122.375,194.375,283.25,346.75,393.25,436.375,459.875,458.625,463.125,448.125,451.5,452.625,421.0,390.0,303.25,235.0,206.75,6651.0
613,63 Drive,Wetherole St.,Booth Street,Weekday,4,81815,11374,54.3,29.7,16.4,14.1,26.7,70.0,206.3,313.3,294.3,274.7,248.9,258.9,256.9,290.8,284.0,286.7,286.7,279.6,289.2,265.1,237.3,187.2,164.6,92.7,4728.4
614,63 Drive,Wetherole St.,Booth Street,Weekend,4,81815,11374,92.25,65.875,38.75,28.625,33.125,29.75,58.75,99.25,164.5,233.625,260.875,269.875,291.5,293.875,294.625,294.5,274.75,296.625,309.375,274.125,249.75,175.375,152.125,125.875,4407.75
615,63 Drive,Wetherole Street,Booth Street,Weekday,4,81815,11374,54.333333333333336,28.333333333333332,18.555555555555557,17.333333333333332,21.61111111111111,52.666666666666664,162.77777777777777,290.27777777777777,334.05555555555554,275.0,261.8888888888889,268.6111111111111,275.0,276.77777777777777,312.8333333333333,315.94444444444446,334.5,328.5,313.3888888888889,262.5,200.38888888888889,150.5,113.5,80.77777777777777,4750.055555555556
616,63 Drive,Wetherole Street,Booth Street,Weekend,4,81815,11374,89.75,65.375,43.75,35.875,30.875,35.25,63.75,114.25,179.25,236.5,284.125,303.5,324.75,334.625,320.25,318.125,301.5,330.625,315.25,289.75,219.875,177.875,143.25,107.875,4666.0
186,108 St,62 Avenue,Apex Pl,Weekday,4,82326,11375,128.7,69.65,44.2,31.9,46.2,101.2,241.85,458.7,519.7,465.6,435.8,441.45,468.1,481.4,529.65,552.7,592.25,624.3,577.75,552.2,451.45,344.85,287.7,203.95,8651.25
187,108 St,62 Avenue,Apex Pl,Weekend,4,82326,11375,206.4375,137.9375,92.625,68.375,63.8125,68.375,122.0625,202.6875,291.3125,385.6875,443.1875,491.1875,522.75,538.5,551.3125,562.5,545.1875,550.0625,542.5625,519.0,458.75,378.4375,324.125,242.4375,8309.3125
188,108 St,62 Drive,63 Avenue,Weekday,4,82335,11375,99.5,62.611111111111114,36.888888888888886,26.22222222222222,38.94444444444444,80.66666666666667,197.55555555555554,392.22222222222223,429.27777777777777,408.0,374.22222222222223,381.8333333333333,391.8888888888889,394.3333333333333,431.72222222222223,453.94444444444446,458.5,477.1666666666667,425.8888888888889,393.22222222222223,314.22222222222223,252.16666666666666,205.16666666666666,137.05555555555554,6863.222222222223
189,108 St,62 Drive,63 Avenue,Weekend,4,82335,11375,151.625,110.25,76.375,59.5,56.0,61.25,104.625,176.0,259.875,301.625,369.375,404.75,406.5,406.375,430.625,433.75,418.875,420.75,418.0,415.75,356.0,307.75,259.75,202.375,6607.75
2370,Grand Central Parkway,62 Drive,62 Avenue,Weekday,4,82507,11375,34.8,19.0,12.2,9.4,8.4,16.0,47.2,115.4,127.2,128.2,99.6,106.0,127.6,160.8,240.6,335.8,410.4,381.6,322.0,211.0,148.0,99.8,65.6,45.0,3271.6
2371,Grand Central Parkway,62 Drive,62 Avenue,Weekend,4,82507,11375,46.75,32.0,22.0,16.75,12.5,14.0,21.5,38.25,49.5,73.25,92.0,103.75,142.0,179.5,186.75,334.0,389.25,312.5,242.5,246.25,210.5,108.0,72.5,59.5,3005.5
4094,Van Wyck Expressway Exit 11 Sb,E Meadow Lake Bridge,Jewel Avenue,Weekday,4,82920,11367,215.6,136.2,97.0,104.4,156.8,271.0,545.8,936.4,1192.6,947.4,924.8,887.2,901.4,954.6,1198.2,1496.8,1512.4,1492.0,1468.6,1121.8,788.2,659.6,527.6,392.8,18929.2
4095,Van Wyck Expressway Exit 11 Sb,E Meadow Lake Bridge,Jewel Avenue,Weekend,4,82920,11367,340.25,210.75,168.0,139.25,162.25,190.25,275.75,439.25,502.0,673.5,764.5,853.0,912.0,951.0,985.75,1068.25,1097.0,1032.5,912.75,904.0,798.0,670.5,583.5,457.0,15091.0
215,114 St,Astoria Boulevard,Northern Boulevard,Weekday,4,83650,11369,16.6,8.0,7.0,8.4,9.4,17.4,34.6,71.0,83.8,70.2,86.4,91.4,81.0,94.4,101.0,113.6,120.8,95.6,65.6,48.0,53.6,36.4,36.8,28.8,1379.8
216,114 St,Astoria Boulevard,Northern Boulevard,Weekend,4,83650,11369,25.0,19.0,20.0,12.0,14.0,14.0,15.0,31.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,
237,126 St,37 Avenue,38 Avenue,Weekday,4,84009,11368,34.36666666666667,22.066666666666666,19.333333333333332,17.666666666666668,29.566666666666666,66.23333333333333,95.26666666666667,154.8,214.33333333333334,227.93333333333334,223.66666666666666,239.56666666666666,248.6,266.3333333333333,265.6,267.96666666666664,283.23333333333335,296.2,248.8,199.8,141.3,127.33333333333333,123.53333333333333,73.86666666666666,3887.366666666667
238,126 St,37 Avenue,38 Avenue,Weekend,4,84009,11368,66.55555555555556,33.888888888888886,30.5,23.72222222222222,26.61111111111111,28.88888888888889,42.888888888888886,78.66666666666667,126.11111111111111,149.83333333333334,205.33333333333334,218.61111111111111,282.4375,298.375,293.0,267.0,255.375,238.5625,234.3125,171.8125,130.0625,119.5625,104.125,104.3125,3603.875
1595,College Point Blvd,King Road,36 Road,Weekday,4,84369,11354,93.7,60.0,47.2,43.6,63.2,113.5,246.4,519.8,607.1,567.6,616.6,596.5,620.6,634.2,618.8,628.0,645.3,681.6,622.9,497.2,372.9,273.5,228.2,144.4,9542.8
1596,College Point Blvd,King Road,36 Road,Weekend,4,84369,11354,133.0,89.25,82.0,56.375,72.125,76.375,120.75,232.875,319.875,439.5,572.5,613.875,635.0,656.0,640.75,617.375,617.625,597.875,528.875,448.5,342.125,289.5,246.5,167.375,8596.0
1585,College Point Blvd,34 Avenue,35 Avenue,Weekday,4,84407,11354,84.0,46.7,40.2,42.6,61.0,126.6,282.7,500.3,633.1,603.7,597.8,588.3,546.4,592.0,597.1,627.3,600.4,616.5,525.9,377.7,328.6,245.1,206.5,125.8,8996.3
1586,College Point Blvd,34 Avenue,35 Avenue,Weekend,4,84407,11354,112.5,70.5,61.0,55.0,57.5,69.0,153.0,257.0,424.0,126.5,0.0,0.0,,,,,,,,,,,,,
2675,Jewel Ave,136 Street,138 Street,Weekday,4,89865,11367,79.125,43.75,24.25,20.25,30.0,76.125,235.25,502.75,522.5,434.25,375.625,353.25,377.625,399.125,434.125,545.875,589.75,567.5,556.75,472.5,403.125,318.375,227.125,127.375,7716.375
2676,Jewel Ave,136 Street,138 Street,Weekend,4,89865,11367,128.375,85.125,62.625,44.625,37.875,44.75,60.5,122.25,196.0,282.875,313.5,351.125,406.0,401.125,384.875,383.5,385.75,375.625,363.5,331.375,309.625,242.5,204.25,188.625,5706.375
2677,Jewel Ave,137 Street,138 Street,Weekday,4,89865,11367,81.9,41.2,24.3,18.1,28.5,94.2,291.6,453.2,497.8,399.3,340.5,348.4,362.6,385.2,431.3,483.3,485.4,489.1,476.8,403.9,320.5,269.2,193.2,127.2,7046.7
2678,Jewel Ave,137 Street,138 Street,Weekend,4,89865,11367,100.5,69.75,41.875,35.375,33.375,35.5,58.125,113.75,184.25,246.375,287.125,319.5,362.625,357.0,334.0,350.375,347.625,334.5,308.25,285.5,264.875,232.375,197.625,147.25,5047.5
2981,Main St,Gravett Road,Melbourne Avenue,Weekday,4,90062,11367,66.625,38.75,24.625,19.0,21.875,42.0,131.625,437.625,705.875,502.875,448.25,433.5,432.375,337.75,416.75,467.875,476.375,437.375,422.375,310.125,281.5,217.5,153.5,92.5,6918.625
4017,Union Turnpike,Entrance Into Union Tpke,141 Street,Weekday,4,90253,11375,227.2,146.0,95.0,66.8,67.6,113.2,359.8,813.4,1000.2,594.8,590.0,599.8,616.4,695.8,818.2,1212.2,1238.4,1009.8,935.0,824.8,689.4,499.4,407.6,318.6,13939.4
4020,Union Turnpike,Entrance Into Union Tpke,141 Street,Weekend,4,90253,11375,380.0,240.25,178.5,151.0,207.75,206.5,165.75,238.0,359.5,427.5,457.0,525.25,596.5,622.25,624.75,594.5,614.75,625.75,635.0,615.75,582.75,501.0,433.5,399.25,10382.75
251,141 St,Union Turnpike,Union Turnpike,Weekday,4,90259,11367,128.4,85.2,60.0,62.2,95.8,242.0,667.4,962.2,748.8,600.8,682.4,630.8,594.0,648.0,706.2,712.2,750.2,817.2,601.4,581.0,499.8,413.4,331.0,262.8,11883.2
252,141 St,Union Turnpike,Union Turnpike,Weekend,4,90259,11367,279.25,198.75,137.25,142.5,157.0,192.0,294.0,437.75,530.5,498.75,532.75,564.0,624.5,604.75,635.5,603.25,671.75,691.25,684.0,569.0,473.25,402.5,348.25,282.25,10554.75
1160,Booth Memorial Ave,College Point Boulevard,133 Street,Weekday,4,91014,11355,68.5,43.0,31.8,25.8,34.6,78.5,239.5,417.4,475.2,359.2,336.8,292.5,308.0,320.8,374.7,446.1,465.6,444.0,431.9,334.7,275.5,199.0,187.4,152.2,6342.7
1161,Booth Memorial Ave,College Point Boulevard,133 Street,Weekend,4,91014,11355,106.0,45.5,46.0,39.5,44.5,46.0,94.5,196.5,255.5,315.0,68.5,0.0,,,,,,,,,,,,,
1162,Booth Memorial Ave,Lawrence Street,133 Street,Weekday,4,91014,11355,72.7,50.8,31.3,27.3,44.5,98.4,269.4,444.8,452.9,375.6,357.0,332.8,346.8,354.0,384.8,446.2,486.1,475.2,411.3,341.4,283.7,211.7,193.5,139.6,6631.8
1163,Booth Memorial Ave,Lawrence Street,133 Street,Weekend,4,91014,11355,116.625,61.75,52.875,40.0,55.5,61.875,110.375,182.5,251.0,345.25,370.0,394.0,408.0,439.875,419.25,399.75,373.75,376.0,354.25,326.25,266.125,208.875,202.625,159.125,5975.625
1164,Booth Memorial Ave.,College Point Boulevard,133 Street,Weekday,4,91014,11355,145.8,74.8,50.2,34.0,27.7,42.2,111.9,250.8,390.6,375.9,338.9,345.2,337.9,329.0,332.2,375.4,367.5,390.4,386.6,360.9,329.2,262.4,215.1,196.2,6070.8
1165,Booth Memorial Ave.,College Point Boulevard,133 Street,Weekend,4,91014,11355,201.75,134.75,77.625,57.625,38.25,44.5,73.25,126.5,196.25,255.5,298.25,319.25,389.75,387.5,388.5,389.875,370.625,366.875,336.375,338.875,330.875,271.125,225.875,200.0,5819.75
1587,College Point Blvd,Avery Avenue,Fowler Avenue,Weekday,4,91029,11355,175.7,102.8,88.0,74.2,90.6,141.3,292.4,516.7,735.7,821.8,855.5,816.8,840.9,860.8,856.3,847.7,838.3,897.8,905.0,746.6,623.4,496.8,423.3,320.0,13368.4
1588,College Point Blvd,Avery Avenue,Fowler Avenue,Weekend,4,91029,11355,249.0,144.0,112.0,104.0,117.5,123.5,234.5,384.0,715.5,916.0,6.0,0.0,,,,,,,,,,,,,
2969,Main St,37 Avenue,38 Avenue,Weekday,4,91191,11354,100.66666666666667,66.13333333333334,47.56666666666667,42.733333333333334,57.766666666666666,94.63333333333334,195.2,341.93333333333334,420.56666666666666,403.96666666666664,409.06666666666666,410.3666666666667,410.96666666666664,405.93333333333334,427.2,429.46666666666664,429.26666666666665,456.9,440.0,396.6666666666667,343.06666666666666,270.73333333333335,240.5,173.0,7014.3
2970,Main St,37 Avenue,38 Avenue,Weekend,4,91191,11354,145.0,85.83333333333333,66.94444444444444,54.44444444444444,61.0,58.77777777777778,82.61111111111111,162.16666666666666,291.3888888888889,351.77777777777777,406.8888888888889,438.0,506.3125,514.1875,503.125,500.0,468.1875,449.5625,417.375,380.125,318.0,255.8125,219.8125,164.875,6966.25
4001,Union St,37 Ave,39 Ave,Weekday,4,91313,11354,90.0,62.875,44.125,37.875,41.5,81.625,171.625,352.0,489.875,502.25,472.75,499.875,514.5,511.375,504.875,510.375,505.875,550.125,554.75,529.625,451.25,327.625,277.875,163.75,8248.375
4002,Union St,37 Ave,39 Ave,Weekend,4,91313,11354,135.5,88.25,64.375,45.875,52.25,58.125,85.625,163.125,318.75,407.125,447.875,511.5,570.0,557.75,536.875,520.125,490.75,480.875,462.25,450.5,371.875,296.0,237.625,174.375,7527.375
4003,Union St,39 Avenue,Roosevelt Avenue,Weekday,4,91315,11354,109.7,73.4,55.4,41.8,49.9,73.1,166.6,319.0,415.3,419.2,437.7,440.2,444.4,442.9,405.9,410.7,420.0,427.2,436.8,430.8,455.9,363.0,331.3,215.4,7385.6
4004,Union St,39 Avenue,Roosevelt Avenue,Weekend,4,91315,11354,178.125,113.375,91.25,69.0,69.25,59.0,82.125,146.5,333.25,407.75,440.5,459.125,483.25,502.125,484.5,482.25,444.75,445.25,452.5,473.5,454.625,352.375,356.0,255.25,7635.625
3438,Parsons Blvd,Northern Boulevard,37 Avenue,Weekday,4,91423,11354,94.3,61.0,41.2,36.9,52.8,101.5,188.5,342.6,440.2,377.4,328.3,306.7,344.6,368.8,409.8,408.0,400.4,425.8,414.3,383.2,379.0,276.2,252.8,206.0,6640.3
3439,Parsons Blvd,Northern Boulevard,37 Avenue,Weekend,4,91423,11354,145.75,85.125,69.5,56.125,64.375,81.0,133.5,212.625,336.375,413.625,417.625,395.625,469.5,457.375,459.625,457.5,432.5,420.625,401.375,420.875,363.25,268.625,238.125,186.5,6987.125
3432,Parsons Blvd,37 Avenue,38 Avenue,Weekday,4,91425,11354,98.64285714285714,63.214285714285715,43.42857142857143,33.535714285714285,48.785714285714285,79.60714285714286,159.42857142857142,281.7857142857143,382.89285714285717,346.10714285714283,330.89285714285717,323.2142857142857,331.25,330.5357142857143,322.0,330.5357142857143,327.4642857142857,344.2142857142857,350.35714285714283,321.85714285714283,327.82142857142856,253.75,227.75,169.14285714285714,5828.214285714285
3433,Parsons Blvd,37 Avenue,38 Avenue,Weekend,4,91425,11354,135.5,89.4375,70.625,54.75,59.5625,68.375,117.125,178.3125,287.625,342.5625,344.125,364.4375,394.75,404.625,374.125,369.375,365.6875,362.8125,348.3125,373.125,336.1875,264.375,254.5625,198.25,6158.625
3713,Sanford Ave,147 Street,149 Street,Weekday,4,91529,11355,55.92857142857143,31.5,23.678571428571427,19.75,24.321428571428573,52.17857142857143,137.42857142857142,301.85714285714283,362.7142857142857,293.89285714285717,257.0357142857143,235.60714285714286,236.0,248.28571428571428,289.4642857142857,291.82142857142856,283.7857142857143,332.67857142857144,337.7142857142857,306.7857142857143,276.32142857142856,190.46428571428572,168.75,104.89285714285714,4862.857142857143
3714,Sanford Ave,147 Street,149 Street,Weekend,4,91529,11355,85.70833333333333,54.791666666666664,40.166666666666664,30.583333333333332,30.708333333333332,37.041666666666664,56.291666666666664,108.16666666666667,234.54166666666666,295.5,299.0,298.7083333333333,302.9583333333333,306.3333333333333,287.5,279.5833333333333,275.0833333333333,276.0833333333333,274.5833333333333,271.4166666666667,224.45833333333334,182.625,164.16666666666666,125.95833333333333,4541.958333333333
3695,Roosevelt Ave,147 Street,149 Street,Weekday,4,91535,11354,43.388888888888886,24.944444444444443,23.61111111111111,18.166666666666668,24.055555555555557,39.72222222222222,116.94444444444444,264.27777777777777,295.05555555555554,217.16666666666666,184.11111111111111,163.38888888888889,160.33333333333334,162.55555555555554,189.16666666666666,191.77777777777777,187.55555555555554,205.5,207.88888888888889,188.77777777777777,188.33333333333334,128.27777777777777,123.05555555555556,77.05555555555556,3425.1111111111113
3696,Roosevelt Ave,147 Street,149 Street,Weekend,4,91535,11354,63.3125,48.125,37.125,31.0625,32.8125,35.5625,44.3125,70.0,125.0625,161.4375,175.4375,176.5,192.875,197.75,188.5,177.125,170.875,171.1875,179.6875,175.9375,162.4375,123.3125,114.8125,84.8125,2940.0625
2293,Fresh Meadow Lane,Horace Harding Expressway,65 Avenue,Weekday,4,96010,11365,19.833333333333332,11.277777777777779,7.055555555555555,7.0,10.166666666666666,17.27777777777778,56.333333333333336,106.05555555555556,136.44444444444446,97.66666666666667,91.66666666666667,90.5,76.27777777777777,72.27777777777777,78.38888888888889,94.11111111111111,86.94444444444444,105.72222222222223,81.55555555555556,68.77777777777777,57.166666666666664,46.77777777777778,39.833333333333336,24.333333333333332,1483.4444444444443
2294,Fresh Meadow Lane,Horace Harding Expressway,65 Avenue,Weekend,4,96010,11365,29.75,16.25,11.75,11.625,11.0,14.375,25.0,47.5,67.0,92.75,95.125,89.625,103.375,88.875,93.625,93.625,82.25,80.375,73.75,64.625,67.25,57.125,52.5,33.125,1402.25
2295,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,Weekday,4,96010,11365,15.7,9.8,5.5,5.6,9.5,19.1,41.4,100.5,134.4,101.2,98.4,89.4,86.3,89.9,109.5,114.5,114.4,108.1,70.5,65.2,54.8,38.9,33.6,22.9,1539.1
2296,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,Weekend,4,96010,11365,22.75,15.5,10.5,7.5,8.25,8.75,22.375,36.5,64.25,84.625,92.625,96.5,91.125,82.75,81.875,89.25,70.75,67.25,65.0,50.125,43.5,45.5,35.875,26.5,1219.625
2515,Homelawn St,84 Ave,84 Road,Weekday,4,96042,11432,57.0,37.125,26.5,26.0,45.5,92.125,238.625,388.75,401.0,315.375,293.25,276.625,272.5,290.25,352.875,413.625,387.125,398.125,358.875,312.25,263.0,217.375,167.875,136.75,5768.5
2516,Homelawn St,84 Ave,84 Road,Weekend,4,96042,11432,139.5,89.375,64.875,51.375,61.0,62.875,88.375,138.0,185.125,244.5,276.375,291.625,337.875,341.625,344.0,322.375,336.5,307.875,307.875,259.125,245.125,194.125,171.0,147.875,5008.375
2517,Homelawn St,84 Avenue,Kendrick Pl,Weekday,4,96042,11432,162.7,103.5,72.6,50.3,47.7,70.0,138.4,266.6,363.9,375.9,328.9,333.4,327.5,338.6,375.9,417.2,398.1,423.6,461.3,410.9,364.4,315.6,262.4,223.4,6632.8
2518,Homelawn St,84 Avenue,Kendrick Pl,Weekend,4,96042,11432,193.75,124.5,94.0,74.0,76.0,74.125,94.0,147.5,191.125,225.5,267.375,322.375,340.875,371.125,385.625,401.5,384.75,392.25,359.625,342.875,325.625,294.125,227.75,222.25,5932.625
4045,Utopia Parkway,65 Avenue,67 Avenue,Weekday,4,96120,11365,56.75,30.75,17.25,13.25,20.25,38.375,93.125,395.0,618.625,418.0,333.375,320.25,292.625,275.125,316.75,390.375,383.0,366.0,331.0,275.5,221.375,190.25,147.875,82.5,5627.375
2523,Horace Harding Expressway Sr,193 Street,192 Street,Weekday,4,96504,11365,28.2,14.2,7.2,13.4,11.8,90.2,606.8,1124.4,977.8,488.6,374.0,300.2,320.0,319.0,441.4,475.6,470.2,599.0,696.2,403.4,239.0,170.4,121.0,73.0,8365.0
2524,Horace Harding Expressway Sr,193 Street,192 Street,Weekend,4,96504,11365,67.5,53.25,21.5,16.0,15.0,18.25,42.25,78.0,158.75,245.75,306.75,413.0,457.75,440.0,405.75,409.0,409.25,524.5,608.75,583.5,465.5,218.75,133.75,82.0,6174.5
673,73 Ave,194 Street,195 Street,Weekday,4,96615,11366,26.4,14.4,7.6,6.25,9.95,32.8,177.1,489.4,530.2,304.8,231.05,231.05,248.45,261.65,371.95,433.75,456.35,448.2,368.15,266.25,179.0,123.25,87.75,54.8,5360.55
674,73 Ave,194 Street,195 Street,Weekend,4,96615,11366,47.0625,27.875,18.25,11.8125,11.0,13.25,37.125,78.5625,141.125,197.1875,229.8125,262.875,298.0,291.25,294.1875,298.375,287.9375,255.25,237.8125,195.125,148.3125,111.8125,84.3125,59.6875,3638.0
675,73 Ave,195 Street,196 Street,Weekday,4,96629,11366,29.571428571428573,11.571428571428571,8.428571428571429,5.714285714285714,9.142857142857142,20.857142857142858,104.57142857142857,386.7142857142857,483.0,263.85714285714283,192.57142857142858,195.28571428571428,183.71428571428572,182.71428571428572,252.14285714285714,334.42857142857144,350.7142857142857,364.42857142857144,308.2857142857143,203.42857142857142,148.85714285714286,100.71428571428571,69.57142857142857,35.57142857142857,4245.857142857143
676,73 Ave,195 Street,196 Street,Weekend,4,96629,11366,27.0,12.0,11.0,9.0,6.0,21.0,49.0,179.0,366.0,281.0,197.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.0
283,188 St,Henley Road,87 Road,Weekday,4,96661,11423,156.5,90.125,54.75,46.875,66.0,143.875,275.625,530.25,604.125,429.625,348.25,290.0,274.5,294.25,338.375,385.75,419.125,428.625,391.125,349.25,278.75,251.625,224.875,188.125,6860.375
290,188 St,Rio Drive,Henley Road,Weekday,4,96671,11423,192.55,121.2,84.65,83.95,157.0,348.6,662.55,825.45,822.55,654.0,592.2,611.9,616.6,667.0,781.85,776.15,770.55,791.6,741.45,686.85,588.45,498.8,443.75,337.15,12856.8
