,Roadway Name,From,To,day,LBoro,Segment ID,LZip,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
11, 2 Ave  , E 59 Street  , E 60 Street  ,Weekend,1,192292,10022,3893.5,3560.5,3121.5,2827.0,2804.0,2627.5,2979.5,4437.5,5199.0,4988.75,5116.25,5257.5,5378.5,5065.75,5509.5,5347.25,4810.0,4495.25,4045.25,3774.25,3830.75,3829.0,3998.75,4005.5,100902.25
4194,W End Ave,W 62 Street,Thelonious Monk Circle,Weekday,1,193538,10023,190.2,108.0,65.7,63.5,78.1,143.9,364.1,575.4,635.3,615.1,580.1,627.8,592.7,603.6,622.2,660.4,708.5,733.5,766.2,703.6,575.9,491.0,460.2,380.2,11345.2
4195,W End Ave,W 62 Street,Thelonious Monk Circle,Weekend,1,193538,10023,334.5,220.875,167.375,132.125,104.875,99.0,128.25,200.75,355.875,475.625,552.375,576.5,617.875,611.75,613.875,618.25,587.375,562.5,562.625,552.375,518.0,467.25,394.25,321.875,9776.125
2442,Henry Hudson Parkway,105 Street,110 Street,Weekday,1,223756,10025,2108.2,1145.2,695.0,480.6,544.8,732.0,1709.6,3066.2,3366.8,2617.0,2442.2,2617.4,2770.4,3176.4,3852.8,4375.2,3827.6,3428.0,3516.6,3658.4,3541.4,3404.0,3098.2,2906.2,63080.2
2444,Henry Hudson Parkway,105 Street,110 Street,Weekend,1,223756,10025,2855.0,2132.5,1571.5,1280.25,1152.0,826.0,1044.75,1581.0,2099.0,2422.5,2809.5,3186.0,3417.5,3386.25,3602.25,3895.75,3910.5,3788.25,3534.75,3202.0,2970.5,2799.25,2744.5,2470.5,62682.0
3633,Riverside Drive,W 100 Street,102 Street,Weekday,1,223773,10025,35.7,10.5,7.4,5.8,11.8,27.8,151.5,309.4,346.0,248.7,155.9,134.9,122.8,135.5,209.7,341.4,370.3,373.6,291.7,153.4,88.6,76.4,60.3,45.0,3714.1
3634,Riverside Drive,W 100 Street,102 Street,Weekend,1,223773,10025,41.875,30.5,20.375,14.125,11.75,19.375,38.5,74.125,105.0,143.0,153.375,194.25,196.625,189.0,193.5,190.875,179.125,206.75,181.875,148.375,89.5,71.75,64.0,48.5,2606.125
2428,Harlem River Drive,W 147 Street,Macombs Pl,Weekday,1,226088,10039,1427.6,900.4,634.2,715.4,1412.2,3564.8,4905.8,4372.4,3890.6,3631.8,3412.4,3219.2,3220.0,3700.2,3256.6,3382.2,3197.4,3432.6,3639.2,3799.6,3319.6,2977.6,2586.6,2115.2,70713.6
2430,Harlem River Drive,W 147 Street,Macombs Pl,Weekend,1,226088,10039,2447.5,1912.5,1302.25,1106.0,1248.0,1683.5,2413.75,2766.25,3439.75,3652.5,3826.0,3823.25,4120.25,4045.75,3537.75,3668.5,4087.25,4236.75,4380.5,4407.75,4606.75,4130.75,3691.25,2719.0,77253.5
2429,Harlem River Drive,W 147 Street,Macombs Pl,Weekday,1,226093,10039,874.4,485.8,311.8,264.8,377.6,765.4,1461.8,2098.4,2412.0,2218.8,2325.0,2523.2,2670.8,2675.4,2641.8,2833.2,2609.6,2728.8,2470.4,2427.0,2280.4,2083.2,1868.6,1375.4,44783.6
2431,Harlem River Drive,W 147 Street,Macombs Pl,Weekend,1,226093,10039,1523.0,963.0,727.0,546.75,567.75,567.5,850.0,1282.75,1818.75,2121.25,2421.75,2204.5,2130.5,2579.75,2579.75,2637.0,2587.75,2509.5,2443.25,2400.25,2175.25,2012.75,1848.25,1699.0,43197.0
2443,Henry Hudson Parkway,105 Street,110 Street,Weekday,1,227110,10025,915.6,564.8,400.6,397.2,698.6,2263.4,4589.2,4746.4,4475.6,3882.2,3471.2,3278.4,2967.0,2960.2,3274.4,3577.8,3615.4,3890.0,4046.0,3360.0,2656.4,2325.0,2091.4,1766.0,66212.8
2445,Henry Hudson Parkway,105 Street,110 Street,Weekend,1,227110,10025,1597.25,1161.5,942.25,690.25,732.25,1095.75,2038.75,2312.25,2968.75,2945.25,3256.25,3484.75,3283.5,3672.0,3618.0,3595.5,3879.25,3611.0,3534.5,3544.0,3159.75,2893.25,2301.75,1754.0,62071.75
4238,W St,Spring Street,W Houston Street,Weekday,1,227759,10014,779.4,453.2,284.8,228.8,274.2,583.8,1781.0,2327.6,2451.0,2239.2,2182.4,1962.0,1981.0,1872.2,1819.4,2213.4,2190.8,2072.0,2059.4,2093.8,1813.4,1595.8,1466.4,1358.0,38083.0
4240,W St,Spring Street,W Houston Street,Weekend,1,227759,10014,1377.25,1075.25,821.75,670.5,542.25,387.5,529.75,765.25,1071.0,1146.0,1281.75,1461.75,1706.25,1755.5,1862.5,1806.5,1936.0,2072.5,1982.75,1893.5,1820.0,1684.0,1602.5,1297.75,32549.75
4239,W St,Spring Street,W Houston Street,Weekday,1,227764,10014,605.8,360.8,245.8,216.8,336.6,791.4,1713.2,2541.8,2679.0,2471.6,2135.6,1971.6,1969.4,1925.6,2021.4,2090.0,2212.4,2441.2,2425.8,2006.0,1709.2,1474.4,1362.6,1020.2,38728.2
4241,W St,Spring Street,W Houston Street,Weekend,1,227764,10014,1016.5,718.75,491.75,410.25,382.75,431.5,719.5,766.0,1349.5,1608.5,1792.0,1871.75,2027.75,2009.0,1979.5,1996.5,1942.25,1998.75,1886.5,1728.25,1533.25,1448.5,1360.75,1147.0,32616.75
4225,W St,Chambers Street,Harrison Street,Weekday,1,229411,10013,543.8,342.4,197.8,169.2,236.0,540.8,1652.2,2533.0,2621.6,2498.4,2170.4,1856.6,1946.6,1895.0,2161.6,2409.2,2360.0,2260.6,2322.8,2098.4,1735.0,1468.8,1350.4,953.2,38323.8
4227,W St,Chambers Street,Harrison Street,Weekend,1,229411,10013,799.25,631.75,426.75,305.25,275.25,279.75,532.5,787.0,1227.75,1500.0,1538.5,1457.75,1406.0,1606.75,1636.5,1661.25,1659.25,1713.25,1932.5,1795.5,1599.0,1466.0,1246.75,1028.0,28512.25
4243,W St,Tribeca Bridge,Dead End,Weekday,1,229411,10013,457.6,253.8,160.6,159.6,251.0,767.2,1766.8,2527.8,2722.0,2668.0,2282.6,1996.8,1909.8,1989.6,2202.0,2358.0,2301.0,2354.8,2263.8,1976.0,1652.0,1357.8,1215.8,894.8,38489.2
4245,W St,Tribeca Bridge,Dead End,Weekend,1,229411,10013,718.5,463.5,313.25,257.5,221.75,306.75,579.0,769.5,1122.0,1331.0,1665.75,1927.0,1960.75,1968.25,2013.25,1935.0,1917.75,1978.75,1852.75,1477.0,1357.25,1224.0,1352.0,949.75,29662.0
2472,Henry Hudson Parkway,W 145 Street,Hudson River Greenway,Weekday,1,238874,10032,1835.4,1024.6,631.4,461.0,485.2,698.0,1617.6,3014.6,3405.0,2789.8,2726.0,2883.6,3081.4,3500.8,4100.2,4081.4,3476.0,3672.4,3943.2,3714.4,3364.6,3255.0,3326.6,2743.8,63832.0
2474,Henry Hudson Parkway,W 145 Street,Hudson River Greenway,Weekend,1,238874,10032,3038.5,1971.75,1560.0,1188.75,1148.0,752.5,895.25,1589.5,2093.25,2617.5,3127.75,3277.0,3584.0,3609.75,3699.25,3385.5,3094.0,3895.5,3844.5,3557.75,3296.0,2818.0,3008.25,3118.75,64171.0
2473,Henry Hudson Parkway,W 145 Street,Hudson River Greenway,Weekday,1,238880,10032,878.6,540.2,430.4,418.4,785.6,2556.6,4940.2,4753.4,4384.0,3927.8,3704.0,3317.6,3086.8,3127.8,3526.2,3706.2,3848.0,4147.6,3986.4,3424.2,2797.0,2607.4,2202.4,1523.8,68620.6
2475,Henry Hudson Parkway,W 145 Street,Hudson River Greenway,Weekend,1,238880,10032,1734.0,1262.5,996.5,709.25,746.25,1193.25,1910.5,2441.25,3062.75,3806.25,3862.0,3901.0,3788.0,3930.25,4042.75,3818.0,4069.75,3826.25,3682.75,3667.0,3122.75,2456.0,2188.75,1928.5,66146.25
2167,Fdr Drive,Pike Slip,Rutgers Slip,Weekday,1,240867,10002,663.0,325.8,181.0,156.0,271.8,811.6,3145.4,3587.8,3327.2,3230.2,2676.4,2845.2,2896.0,2899.2,3193.6,2943.6,2957.8,3196.4,3201.2,2802.0,2708.2,2389.6,2075.0,1072.4,53556.4
2169,Fdr Drive,Pike Slip,Rutgers Slip,Weekend,1,240867,10002,1052.5,669.0,459.75,341.0,305.25,323.75,628.5,1009.25,1506.5,1783.5,2073.75,2359.75,2497.0,2625.25,2716.0,2866.0,2758.5,2720.25,2664.75,2521.5,2283.5,1995.0,1836.75,1444.5,41441.5
2168,Fdr Drive,Pike Slip,Rutgers Slip,Weekday,1,240881,10002,1157.2,662.8,409.0,345.8,487.4,1027.6,2195.6,2849.4,3291.6,2808.2,2556.4,2455.4,2495.0,2534.8,2688.8,2883.0,2649.0,2755.2,2517.4,2503.6,2646.6,2419.2,2263.4,1844.8,50447.2
2170,Fdr Drive,Pike Slip,Rutgers Slip,Weekend,1,240881,10002,1567.5,1295.25,1050.25,912.25,797.5,649.75,1120.75,1360.5,1362.25,1595.5,1644.0,1783.75,1842.5,1835.5,1941.75,1920.5,1672.75,1974.5,1959.5,1987.25,1870.75,1816.25,1665.5,1435.75,37061.75
3428,Park Row,Broadway,Beekman Street,Weekday,1,246365,10038,97.6,57.2,59.4,44.8,62.2,105.6,344.2,436.2,521.0,547.0,463.6,479.8,465.8,449.8,455.2,508.4,491.4,543.4,542.6,431.4,413.8,412.6,315.2,164.4,8412.6
3429,Park Row,Broadway,Beekman Street,Weekend,1,246365,10038,147.25,111.25,83.75,72.5,50.75,56.25,88.0,151.5,173.75,227.5,300.75,315.75,324.5,329.0,335.75,343.0,320.75,320.75,276.5,222.25,207.75,218.5,182.25,152.0,5012.0
3629,Riverside Drive,103 Street,102 Street,Weekday,1,250403,10025,25.8,16.7,9.6,5.6,8.7,18.8,101.4,372.6,453.5,380.4,192.3,158.7,142.5,133.5,149.7,218.5,323.4,368.5,377.4,153.7,101.7,91.5,80.2,55.0,3939.7
3630,Riverside Drive,103 Street,102 Street,Weekend,1,250403,10025,51.125,31.5,20.25,14.625,11.625,16.5,42.625,66.375,124.25,151.75,154.125,174.75,174.625,190.5,186.875,208.5,197.125,181.25,175.5,138.0,104.5,88.25,74.625,65.875,2645.125
1510,Chatham Square,Mott Street,E Broadway,Weekday,1,251844,10038,296.2,180.4,137.8,100.6,108.4,245.8,269.4,455.2,570.8,575.6,501.6,478.2,626.6,628.0,608.6,637.4,688.6,717.4,638.4,550.2,476.4,432.4,393.4,405.8,10723.2
1512,Chatham Square,Mott Street,E Broadway,Weekend,1,251844,10038,423.5,344.25,330.0,240.25,174.75,138.0,241.75,224.5,405.5,411.5,485.5,514.5,514.0,517.25,493.25,525.0,552.75,529.75,509.75,488.5,495.0,406.75,481.75,412.5,9860.25
1511,Chatham Square,Mott Street,E Broadway,Weekday,1,251853,10013,259.4,199.8,158.4,128.2,163.0,263.6,348.4,459.8,599.4,564.4,533.0,530.8,487.8,533.0,539.8,489.4,492.6,425.0,492.2,484.0,447.2,431.4,422.2,410.2,9863.0
1513,Chatham Square,Mott Street,E Broadway,Weekend,1,251853,10013,410.75,357.0,306.5,266.0,218.25,219.0,306.5,389.5,486.25,525.0,570.5,617.5,680.75,671.25,639.75,653.0,651.25,636.25,477.0,510.0,557.25,541.5,519.0,426.25,11636.0
1494,Central Park South,6 Avenue,Grand Army Plaza,Weekday,1,257463,10019,409.1,299.4,223.3,233.5,281.5,389.0,564.3,674.7,772.4,735.0,703.0,713.1,724.8,721.1,740.0,876.6,852.9,810.2,889.1,810.1,741.4,726.2,730.7,630.4,15251.8
1495,Central Park South,6 Avenue,Grand Army Plaza,Weekend,1,257463,10019,561.375,420.875,360.0,323.75,325.875,274.25,360.0,450.5,514.625,579.125,687.625,743.375,808.125,774.5,766.625,768.75,766.25,840.25,795.625,681.0,685.375,695.75,691.375,623.125,14498.125
2175,Fdr Drive Viaduct,Whitehall Street,State Street,Weekday,1,258216,10004,357.8,182.8,89.6,69.8,87.6,237.2,572.6,905.6,1074.8,1075.0,903.0,966.0,1077.8,1150.0,1333.2,1535.0,1663.8,1706.2,1704.2,1426.0,1109.0,963.6,714.6,600.4,21505.6
2177,Fdr Drive Viaduct,Whitehall Street,State Street,Weekend,1,258216,10004,703.75,437.5,278.5,203.0,158.75,154.75,253.75,396.75,494.75,596.25,716.75,793.0,798.75,742.5,778.25,857.0,1080.25,1139.5,1116.25,1118.75,919.25,796.25,673.5,619.5,15827.25
2176,Fdr Drive Viaduct,Whitehall Street,State Street,Weekday,1,258220,10004,522.2,313.0,189.4,168.8,187.2,629.0,1547.2,1940.6,2098.0,2116.0,1848.4,1634.6,1484.8,1502.2,1534.4,1482.6,1313.8,1235.6,1225.8,1214.2,1054.8,962.4,908.0,768.4,27881.4
2178,Fdr Drive Viaduct,Whitehall Street,State Street,Weekend,1,258220,10004,707.5,538.75,322.5,234.25,215.25,267.25,495.0,641.75,866.25,1177.25,1275.5,1268.0,1241.25,1397.75,1438.0,1402.75,1408.5,1426.5,1558.75,1497.25,1298.25,1142.25,946.5,749.75,23516.75
1233,Broadway,Columbus Circle,58 Street,Weekday,1,260349,10019,262.14285714285717,163.57142857142858,113.85714285714286,83.14285714285714,77.42857142857143,119.85714285714286,244.28571428571428,487.57142857142856,636.7142857142857,572.7142857142857,534.5714285714286,422.42857142857144,457.42857142857144,419.85714285714283,524.1428571428571,523.1428571428571,524.4285714285714,547.4285714285714,508.57142857142856,542.8571428571429,455.57142857142856,392.2857142857143,360.14285714285717,308.7142857142857,9282.857142857143
1234,Broadway,Columbus Circle,58 Street,Weekend,1,260349,10019,440.5,354.5,287.5,214.5,169.0,117.0,147.0,219.0,350.5,422.5,473.0,519.5,590.0,618.0,658.0,633.0,620.5,642.5,662.0,765.0,619.5,512.5,486.0,450.0,10971.5
4184,W Broadway,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,Weekday,1,262241,10013,729.2,504.6,359.4,328.8,331.2,643.4,1010.0,1120.6,1330.0,1372.8,1464.8,1369.8,1363.4,1245.6,1240.6,1343.2,1535.6,1391.0,1339.8,1263.0,1245.4,1158.2,1149.8,1027.6,25867.8
4185,W Broadway,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,Weekend,1,262241,10013,975.25,714.75,592.25,524.0,390.25,361.75,470.75,562.5,726.5,942.25,1165.75,1253.0,1239.5,1221.5,1396.75,1466.0,1744.25,1620.5,1317.0,1268.25,1253.25,1103.0,1025.25,921.0,24255.25
4192,W Broadway,Worth Street,Leonard Street,Weekday,1,262242,10013,558.4,408.8,263.4,243.8,255.4,452.8,847.6,1013.0,1178.0,1194.0,1144.6,1093.2,1127.8,1066.2,1093.8,1056.4,1103.2,1134.8,1159.0,1167.6,1040.8,968.4,949.0,821.4,21341.4
4193,W Broadway,Worth Street,Leonard Street,Weekend,1,262242,10013,942.5,703.0,536.5,409.25,310.75,265.0,315.75,466.75,647.25,919.5,1051.25,1150.25,1093.0,1262.5,1271.0,1335.5,1316.0,1375.75,1373.25,1447.0,1358.25,1280.75,1142.75,1004.75,22978.25
1237,Broadway,Dead End,W 219 Street,Weekday,1,270731,10034,234.4,155.0,99.8,82.4,92.6,194.8,406.4,778.6,908.8,676.6,696.8,724.0,703.4,752.6,874.8,997.2,1078.8,1128.2,974.2,794.6,638.8,518.6,456.8,368.2,14336.4
1239,Broadway,Dead End,W 219 Street,Weekend,1,270731,10034,391.25,255.75,192.5,150.25,150.0,130.75,196.0,267.25,324.75,431.5,505.75,649.5,787.25,804.25,896.25,949.25,995.75,903.25,817.75,670.5,484.75,426.5,466.5,432.25,12279.5
1238,Broadway,Dead End,W 219 Street,Weekday,1,270734,10034,179.4,146.4,98.4,98.2,183.6,455.6,974.0,1423.2,1148.8,899.0,767.2,770.2,834.2,900.6,1007.0,1064.4,1079.4,1009.8,843.2,683.0,552.2,470.8,447.8,325.0,16361.4
1240,Broadway,Dead End,W 219 Street,Weekend,1,270734,10034,336.0,229.75,183.0,147.0,160.75,206.0,244.5,335.0,428.5,503.75,603.5,666.0,745.5,874.0,962.75,918.5,967.25,866.25,763.75,612.5,515.5,462.0,450.0,376.0,12557.75
1277,Broadway,W 220 Street,9 Avenue,Weekday,1,270743,10034,214.8,148.6,108.4,104.2,205.8,527.6,1104.8,1543.4,1213.8,915.0,863.4,812.2,875.8,1014.6,1048.2,1043.0,1108.8,997.8,928.2,727.6,550.8,501.4,466.6,351.4,17376.2
1278,Broadway,W 220 Street,9 Avenue,Weekend,1,270743,10034,322.75,236.75,174.0,148.0,162.25,221.5,300.25,351.5,386.25,461.25,550.75,622.0,759.5,821.5,824.5,830.75,809.25,786.0,697.5,551.75,453.25,422.25,424.0,355.0,11672.5
1279,Broadway,W 220 Street,Dead End,Weekday,1,270769,10034,232.8,161.4,102.8,83.6,96.8,194.2,435.8,783.6,919.8,669.4,679.4,714.8,692.4,755.0,862.0,1030.4,1096.6,1165.0,1013.0,807.0,636.0,516.8,460.0,382.6,14491.2
1280,Broadway,W 220 Street,Dead End,Weekend,1,270769,10034,372.0,261.5,183.75,159.0,155.25,137.75,204.5,265.25,324.0,436.75,510.75,651.0,759.5,817.25,855.0,928.0,1011.0,888.25,803.75,692.25,571.0,485.25,457.75,400.75,12331.25
4176,W 53 St,6 Avenue,5 Avenue,Weekday,1,271350,10019,271.8,153.4,106.4,104.8,110.4,182.8,313.6,367.8,372.4,393.4,345.6,346.6,404.2,404.6,392.2,383.8,395.0,415.4,477.8,465.4,449.2,415.4,378.6,347.6,7998.2
4177,W 53 St,6 Avenue,5 Avenue,Weekend,1,271350,10019,397.75,324.0,209.0,152.75,122.5,106.5,152.75,186.25,178.75,198.75,207.25,231.25,197.25,223.0,206.75,195.5,222.5,326.25,396.25,419.0,411.75,392.5,401.75,384.25,6244.25
1184,Bowery,Prince Street,Stanton Street,Weekday,1,275302,10002,445.7,388.5,316.4,215.9,226.6,317.4,536.5,629.2,630.6,613.4,581.0,520.9,533.8,533.3,529.7,543.4,493.6,566.2,628.5,634.0,648.6,570.3,550.5,532.3,12186.3
1186,Bowery,Prince Street,Stanton Street,Weekend,1,275302,10002,635.125,659.0,626.5,547.375,373.75,250.125,302.75,376.625,436.375,472.25,524.5,575.875,608.875,610.0,612.875,622.0,596.375,596.875,608.625,630.625,596.125,562.625,547.25,502.375,12874.875
1185,Bowery,Prince Street,Stanton Street,Weekday,1,275334,10012,730.2,521.9,346.6,231.7,230.9,284.9,523.3,643.4,776.8,864.1,886.1,902.5,825.0,826.8,868.9,920.0,836.0,837.0,910.4,1018.7,1002.5,1012.3,974.5,945.0,17919.5
1187,Bowery,Prince Street,Stanton Street,Weekend,1,275334,10012,924.5,971.125,898.0,780.875,557.5,302.25,313.5,416.125,502.75,599.625,715.25,804.25,890.375,928.75,890.125,952.25,929.375,884.0,927.25,931.125,969.25,904.75,903.5,911.5,18808.0
799,Amsterdam Ave,W 164 Street,W 165 Street,Weekday,1,9000022,10032,157.8,114.5,97.5,76.7,90.8,131.8,196.7,345.2,386.9,321.5,322.0,338.7,326.2,312.4,364.3,401.7,381.4,407.4,366.4,329.7,252.9,214.9,184.8,173.2,6295.4
800,Amsterdam Ave,W 164 Street,W 165 Street,Weekend,1,9000022,10032,226.125,206.0,169.125,157.625,116.5,108.875,116.25,158.125,179.5,201.0,233.25,257.5,268.375,299.625,329.875,313.25,305.625,291.125,281.75,299.125,272.625,231.0,218.375,204.5,5445.125
3480,Pitt St,Stanton Street,Rivington Street,Weekday,1,9000265,10002,66.8,38.8,31.8,23.6,33.2,49.2,132.6,231.2,265.2,223.2,206.2,233.8,212.0,203.6,237.2,225.0,225.6,226.4,211.0,212.6,183.4,162.6,145.6,128.2,3908.8
3481,Pitt St,Stanton Street,Rivington Street,Weekend,1,9000265,10002,137.75,126.25,94.0,69.5,43.75,43.75,54.75,82.25,110.5,144.25,174.5,182.5,201.0,202.25,186.0,200.25,205.75,199.25,199.75,196.5,177.0,163.5,147.5,132.0,3474.5
151,1 Ave,Dead End,Dead End,Weekday,1,9001099,10035,523.2,338.4,273.6,265.6,334.0,456.4,835.0,1307.4,1423.2,1081.6,1073.4,1163.2,1160.0,1278.0,1451.2,1510.2,1473.6,1568.8,1384.4,1204.4,1073.8,946.0,795.4,847.0,23767.8
152,1 Ave,Dead End,Dead End,Weekend,1,9001099,10035,685.25,522.75,407.0,347.0,349.25,346.0,367.0,688.75,758.5,723.75,859.0,919.25,1013.25,1093.25,1165.75,1369.25,1529.25,1412.75,1191.75,1050.25,906.25,761.0,729.0,722.75,19918.0
157,1 Ave,E 120 Street,Paladino Avenue,Weekday,1,9001099,10035,746.8,516.8,390.2,336.6,430.0,576.6,921.2,1647.0,1587.8,1236.8,1144.8,1254.2,1332.4,1432.6,1569.0,1856.4,1848.0,1791.6,1702.8,1513.4,1244.8,1101.0,1005.4,950.8,28137.0
158,1 Ave,E 120 Street,Paladino Avenue,Weekend,1,9001099,10035,1017.25,753.0,599.0,484.5,495.0,460.0,462.25,745.75,1113.0,1034.0,1067.0,1145.5,1249.5,1259.75,1340.25,1443.5,1573.0,1433.5,1374.5,1299.75,1128.75,1030.5,1003.0,939.5,24451.75
2237,Forsyth St,Rivington Street,Stanton Street,Weekday,1,9001846,10002,60.6,45.6,30.4,28.8,28.2,39.6,71.8,104.6,139.0,125.0,114.8,120.2,124.4,132.0,147.6,157.4,152.6,139.2,139.2,129.4,116.4,140.2,138.6,125.0,2550.6
2238,Forsyth St,Rivington Street,Stanton Street,Weekend,1,9001846,10002,189.25,149.0,106.25,86.0,60.0,38.5,45.5,58.25,74.25,102.0,147.75,173.5,185.5,198.5,215.75,189.0,183.5,168.25,181.5,172.25,156.0,172.5,160.25,138.5,3351.75
793,Amsterdam Ave,Dead End,W 62 Street,Weekday,1,9001909,10023,537.8,348.8,250.6,239.4,308.4,528.6,954.4,1275.8,1396.6,1372.8,1318.6,1269.8,1202.2,1212.8,1255.0,1362.0,1437.0,1420.8,1364.2,1278.8,1149.4,1061.0,1053.2,850.0,24448.0
794,Amsterdam Ave,Dead End,W 62 Street,Weekend,1,9001909,10023,796.25,566.0,440.5,364.25,335.25,325.25,449.5,580.5,813.75,957.0,1166.25,1164.25,1218.75,1159.5,1307.75,1260.75,1224.5,1220.25,1114.0,1134.0,977.75,917.0,871.5,768.25,21132.75
805,Amsterdam Ave,W 61 Street,W 62 Street,Weekday,1,9001909,10023,589.2,403.8,277.6,255.4,277.0,454.6,852.0,1098.0,1142.2,1138.0,1141.2,1150.6,1103.4,1118.4,1189.6,1279.6,1354.2,1434.4,1428.6,1303.4,1096.2,1026.8,1010.6,857.6,22982.4
806,Amsterdam Ave,W 61 Street,W 62 Street,Weekend,1,9001909,10023,956.0,699.25,580.75,480.25,338.25,289.25,448.25,556.25,726.25,931.75,1019.25,1120.75,1275.0,1263.25,1373.25,1382.25,1406.5,1388.75,1302.75,1293.25,1142.25,1006.25,1002.5,902.25,22884.5
2965,Madison St,Dead End,Dead End,Weekday,1,9006437,10038,84.4,57.3,30.6,24.4,37.8,62.8,123.5,216.4,240.5,233.2,242.3,224.1,219.4,189.9,221.5,239.1,232.1,233.6,241.1,201.6,182.8,140.8,143.1,113.1,3935.4
2966,Madison St,Dead End,Dead End,Weekend,1,9006437,10038,128.125,95.625,85.125,60.5,40.25,30.5,46.25,61.25,85.625,107.375,137.125,180.25,172.625,187.75,194.5,223.5,202.125,202.0,174.25,185.875,183.5,148.75,122.625,123.625,3179.125
2967,Madison St,Oliver Street,James Street,Weekday,1,9006437,10038,96.8,63.5,45.2,36.3,41.9,71.3,142.4,246.4,273.4,291.6,275.4,241.9,256.9,255.1,247.1,284.9,283.6,301.2,295.7,237.4,217.1,196.0,159.4,131.4,4691.9
2968,Madison St,Oliver Street,James Street,Weekend,1,9006437,10038,179.0,138.125,108.125,81.0,60.0,48.125,66.125,90.0,102.5,153.625,186.875,221.875,252.75,246.625,240.25,252.25,249.0,245.5,232.125,249.0,263.0,205.875,194.375,183.5,4249.625
2949,Madison Ave,99 Street,101 Street,Weekday,1,9006772,10029,509.2,319.4,220.8,188.4,219.0,336.2,633.4,899.0,942.0,964.8,1031.2,993.6,959.2,1009.6,1023.6,1068.8,1176.4,1156.2,1108.4,1098.8,901.2,777.6,740.0,700.6,18977.4
2950,Madison Ave,99 Street,101 Street,Weekend,1,9006772,10029,603.25,435.0,370.75,311.0,310.25,257.75,410.0,606.75,514.5,580.75,650.5,730.0,668.5,696.25,764.25,831.25,824.75,766.0,837.0,785.25,700.0,650.5,619.5,641.25,14565.0
1603,Columbus Ave,W 100 Street,W 101 Street,Weekday,1,9007754,10025,356.0,269.6,182.0,148.4,174.4,299.8,619.0,897.2,920.4,799.6,692.4,713.4,694.0,665.4,739.4,709.0,782.0,927.0,931.8,797.8,709.8,636.2,556.8,468.4,14689.8
1604,Columbus Ave,W 100 Street,W 101 Street,Weekend,1,9007754,10025,528.5,446.25,368.5,302.75,244.5,205.25,258.75,391.5,516.25,584.5,682.0,716.75,769.0,755.75,769.5,823.25,810.5,837.5,820.5,818.5,665.5,579.5,530.0,486.25,13911.25
1468,Catherine St,Cherry Street,Monroe Street,Weekday,1,9009052,10038,38.2,25.2,15.8,14.8,23.4,39.0,93.0,140.0,164.2,126.2,126.6,138.8,119.2,133.2,144.2,140.6,119.6,128.4,105.2,99.4,91.6,74.4,62.4,57.8,2221.2
1469,Catherine St,Cherry Street,Monroe Street,Weekend,1,9009052,10038,52.0,38.0,27.25,23.75,20.75,26.25,28.0,43.75,71.75,91.25,129.75,110.0,132.75,117.5,119.5,114.0,96.25,111.25,106.0,94.75,90.75,74.75,67.5,57.75,1845.25
1470,Catherine St,Dead End,Catherine Slip,Weekday,1,9009052,10038,66.6,37.8,27.6,19.4,37.6,74.2,136.0,240.8,230.4,165.4,186.4,194.4,176.8,221.0,239.6,231.2,241.2,230.4,223.4,217.0,159.0,159.8,124.8,100.0,3740.8
1471,Catherine St,Dead End,Catherine Slip,Weekend,1,9009052,10038,81.25,53.25,28.5,22.25,19.5,30.75,38.0,75.0,91.0,143.0,164.5,223.5,144.75,183.75,162.0,151.0,134.25,159.5,130.0,122.25,104.0,103.25,68.0,69.75,2503.0
231,12 Ave,W 59 Street,W 62 Street,Weekday,1,9009503,10069,1582.2,873.2,553.8,408.4,449.8,560.4,1298.8,2195.6,2288.4,1998.8,2041.6,2187.0,2358.8,2610.4,3082.8,3318.0,2822.4,2550.6,2578.6,2905.4,2904.4,2888.0,3195.4,2477.4,50130.2
233,12 Ave,W 59 Street,W 62 Street,Weekend,1,9009503,10069,2095.25,1893.75,1375.0,1055.0,900.75,580.0,749.0,1099.0,1540.5,1845.25,2029.0,2276.75,2487.75,2620.5,2891.5,3140.0,3298.25,3122.25,2874.75,2787.5,2678.0,2469.25,2665.25,2284.75,50759.0
232,12 Ave,W 59 Street,W 62 Street,Weekday,1,9009505,10069,959.0,576.6,438.6,422.4,701.8,2139.2,4128.8,4273.4,3979.2,3611.8,3485.0,3081.2,2711.4,2775.4,2990.8,3184.2,3228.2,3177.2,3297.4,2873.6,2306.4,2202.0,2162.0,1712.2,60417.8
